Gu,Date,DailyRain
관악구,2023-02-18,0.0
관악구,2023-02-19,0.5
관악구,2023-02-20,0.0
관악구,2023-02-21,0.0
관악구,2023-02-22,0.0
관악구,2023-02-23,0.0
관악구,2023-02-24,0.0
관악구,2023-02-25,0.0
관악구,2023-02-26,0.0
관악구,2023-02-27,0.0
관악구,2023-02-28,0.0
관악구,2023-03-01,0.0
관악구,2023-03-02,0.0
관악구,2023-03-03,0.0
관악구,2023-03-04,0.0
관악구,2023-03-05,0.0
관악구,2023-03-06,0.0
관악구,2023-03-07,0.0
관악구,2023-03-08,1.5
관악구,2023-03-09,8.0
관악구,2023-03-10,0.0
관악구,2023-03-11,0.0
관악구,2023-03-12,8.0
관악구,2023-03-13,0.0
관악구,2023-03-14,0.0
관악구,2023-03-15,0.0
관악구,2023-03-16,0.0
관악구,2023-03-17,0.0
관악구,2023-03-18,0.0
관악구,2023-03-19,0.0
관악구,2023-03-20,0.0
관악구,2023-03-21,0.0
관악구,2023-03-22,0.0
관악구,2023-03-23,0.0
관악구,2023-03-24,0.0
관악구,2023-03-25,0.0
관악구,2023-03-26,0.0
관악구,2023-03-27,0.0
관악구,2023-03-28,0.0
관악구,2023-03-29,0.0
관악구,2023-03-30,0.0
관악구,2023-03-31,0.0
관악구,2023-04-01,0.0
관악구,2023-04-02,0.0
관악구,2023-04-03,0.0
관악구,2023-04-04,9.0
관악구,2023-04-05,33.5
관악구,2023-04-06,2.0
관악구,2023-04-07,0.0
관악구,2023-04-08,0.0
관악구,2023-04-09,0.0
관악구,2023-04-10,0.0
관악구,2023-04-11,0.5
관악구,2023-04-12,0.0
관악구,2023-04-13,0.0
관악구,2023-04-14,0.0
관악구,2023-04-15,3.0
관악구,2023-04-16,0.0
관악구,2023-04-17,0.0
관악구,2023-04-18,0.5
관악구,2023-04-19,0.0
관악구,2023-04-20,0.0
관악구,2023-04-21,0.0
관악구,2023-04-22,0.0
관악구,2023-04-23,0.0
관악구,2023-04-24,0.0
관악구,2023-04-25,0.5
관악구,2023-04-26,0.0
관악구,2023-04-27,0.0
관악구,2023-04-28,1.0
관악구,2023-04-29,28.0
관악구,2023-04-30,0.5
관악구,2023-05-01,0.0
관악구,2023-05-02,0.0
관악구,2023-05-03,0.0
관악구,2023-05-04,0.0
관악구,2023-05-05,17.0
관악구,2023-05-06,56.5
관악구,2023-05-07,0.0
관악구,2023-05-08,0.0
관악구,2023-05-09,0.0
관악구,2023-05-10,0.0
관악구,2023-05-11,0.0
관악구,2023-05-12,0.0
관악구,2023-05-13,0.0
관악구,2023-05-14,0.0
관악구,2023-05-15,0.0
관악구,2023-05-16,0.0
관악구,2023-05-17,0.0
관악구,2023-05-18,0.0
관악구,2023-05-19,0.0
관악구,2023-05-20,0.0
관악구,2023-05-21,0.0
관악구,2023-05-22,0.0
관악구,2023-05-23,0.0
관악구,2023-05-24,0.0
관악구,2023-05-25,0.0
관악구,2023-05-26,0.5
관악구,2023-05-27,45.0
관악구,2023-05-28,83.0
관악구,2023-05-29,10.5
관악구,2023-05-30,0.0
관악구,2023-05-31,0.0
관악구,2023-06-01,0.0
관악구,2023-06-02,0.0
관악구,2023-06-03,0.0
관악구,2023-06-04,0.0
관악구,2023-06-05,0.0
관악구,2023-06-06,0.0
관악구,2023-06-07,0.0
관악구,2023-06-08,0.5
관악구,2023-06-09,1.5
관악구,2023-06-10,5.0
관악구,2023-06-11,29.0
관악구,2023-06-12,0.0
관악구,2023-06-13,0.0
관악구,2023-06-14,10.0
관악구,2023-06-15,0.0
관악구,2023-06-16,0.0
관악구,2023-06-17,0.0
관악구,2023-06-18,0.0
관악구,2023-06-19,0.0
관악구,2023-06-20,21.0
관악구,2023-06-21,35.0
관악구,2023-06-22,0.0
관악구,2023-06-23,0.0
관악구,2023-06-24,0.0
관악구,2023-06-25,0.0
관악구,2023-06-26,52.0
관악구,2023-06-27,3.5
관악구,2023-06-28,0.0
관악구,2023-06-29,117.5
관악구,2023-06-30,1.5
광진구,2023-01-02,0.0
광진구,2023-01-03,0.0
광진구,2023-01-04,0.0
광진구,2023-01-05,0.0
광진구,2023-01-06,0.5
광진구,2023-01-07,3.5
광진구,2023-01-08,0.0
광진구,2023-01-09,0.0
광진구,2023-01-10,0.0
광진구,2023-01-11,0.0
광진구,2023-01-12,0.0
광진구,2023-01-13,37.5
광진구,2023-01-14,1.5
광진구,2023-01-15,4.5
광진구,2023-01-16,0.0
광진구,2023-01-17,0.0
광진구,2023-01-18,0.0
광진구,2023-01-19,1.0
광진구,2023-01-20,0.5
광진구,2023-01-21,0.0
광진구,2023-01-22,0.0
광진구,2023-01-23,0.0
광진구,2023-01-24,0.0
광진구,2023-01-25,0.0
광진구,2023-01-26,0.0
광진구,2023-01-27,0.0
광진구,2023-01-28,0.0
광진구,2023-01-29,0.0
광진구,2023-01-30,0.0
광진구,2023-01-31,0.0
광진구,2023-02-01,0.0
광진구,2023-02-02,0.0
광진구,2023-02-03,0.0
광진구,2023-02-04,0.0
광진구,2023-02-05,0.0
광진구,2023-02-06,0.0
광진구,2023-02-07,0.0
광진구,2023-02-08,0.0
광진구,2023-02-09,0.0
광진구,2023-02-10,0.5
광진구,2023-02-11,0.0
광진구,2023-02-12,0.0
광진구,2023-02-13,0.0
광진구,2023-02-14,0.0
광진구,2023-02-15,0.0
광진구,2023-02-16,0.0
광진구,2023-02-17,0.0
광진구,2023-02-18,0.0
광진구,2023-02-19,0.0
광진구,2023-02-20,0.0
광진구,2023-02-21,0.0
광진구,2023-02-22,0.0
광진구,2023-02-23,0.0
광진구,2023-02-24,0.0
광진구,2023-02-25,0.0
광진구,2023-02-26,0.0
광진구,2023-02-27,0.0
광진구,2023-02-28,0.0
광진구,2023-03-01,0.0
광진구,2023-03-02,0.0
광진구,2023-03-03,0.0
광진구,2023-03-04,0.0
광진구,2023-03-05,0.0
광진구,2023-03-06,0.0
광진구,2023-03-07,0.0
광진구,2023-03-08,0.0
광진구,2023-03-09,3.0
광진구,2023-03-10,0.0
광진구,2023-03-11,0.0
광진구,2023-03-12,5.0
광진구,2023-03-13,0.0
광진구,2023-03-14,0.0
광진구,2023-03-15,0.0
광진구,2023-03-16,0.0
광진구,2023-03-17,0.0
광진구,2023-03-18,0.0
광진구,2023-03-19,0.0
광진구,2023-03-20,0.0
광진구,2023-03-21,0.0
광진구,2023-03-22,0.0
광진구,2023-03-23,0.0
광진구,2023-03-24,0.0
광진구,2023-03-25,0.0
광진구,2023-03-26,0.0
광진구,2023-03-27,0.0
광진구,2023-03-28,0.0
광진구,2023-03-29,0.0
광진구,2023-03-30,0.0
광진구,2023-03-31,0.0
광진구,2023-04-01,0.0
광진구,2023-04-02,0.0
광진구,2023-04-03,0.0
광진구,2023-04-04,8.0
광진구,2023-04-05,43.0
광진구,2023-04-06,2.5
광진구,2023-04-07,0.0
광진구,2023-04-08,0.0
광진구,2023-04-09,0.0
광진구,2023-04-10,0.0
광진구,2023-04-11,0.0
광진구,2023-04-12,0.0
광진구,2023-04-13,0.0
광진구,2023-04-14,0.0
광진구,2023-04-15,2.0
광진구,2023-04-16,0.0
광진구,2023-04-17,0.0
광진구,2023-04-18,1.0
광진구,2023-04-19,0.0
광진구,2023-04-20,0.0
광진구,2023-04-21,0.0
광진구,2023-04-22,0.0
광진구,2023-04-23,0.0
광진구,2023-04-24,0.0
광진구,2023-04-25,0.5
광진구,2023-04-26,0.0
광진구,2023-04-27,0.0
광진구,2023-04-28,1.5
광진구,2023-04-29,23.0
광진구,2023-04-30,0.5
광진구,2023-05-01,0.0
광진구,2023-05-02,0.0
광진구,2023-05-03,0.0
광진구,2023-05-04,0.0
광진구,2023-05-05,24.0
광진구,2023-05-06,50.5
광진구,2023-05-07,0.0
광진구,2023-05-08,0.0
광진구,2023-05-09,0.0
광진구,2023-05-10,0.0
광진구,2023-05-11,0.0
광진구,2023-05-12,0.0
광진구,2023-05-13,0.0
광진구,2023-05-14,0.0
광진구,2023-05-15,0.0
광진구,2023-05-16,0.0
광진구,2023-05-17,0.0
광진구,2023-05-18,0.0
광진구,2023-05-19,0.0
광진구,2023-05-20,0.0
광진구,2023-05-21,0.0
광진구,2023-05-22,0.0
광진구,2023-05-23,0.0
광진구,2023-05-24,0.0
광진구,2023-05-25,0.0
광진구,2023-05-26,0.0
광진구,2023-05-27,28.5
광진구,2023-05-28,47.5
광진구,2023-05-29,3.0
광진구,2023-05-30,0.0
광진구,2023-05-31,0.0
광진구,2023-06-01,0.0
광진구,2023-06-02,0.0
광진구,2023-06-03,0.0
광진구,2023-06-04,0.0
광진구,2023-06-05,0.0
광진구,2023-06-06,0.0
광진구,2023-06-07,0.0
광진구,2023-06-08,0.0
광진구,2023-06-09,1.5
광진구,2023-06-10,0.0
광진구,2023-06-11,27.5
광진구,2023-06-12,0.0
광진구,2023-06-13,0.0
광진구,2023-06-14,2.5
광진구,2023-06-15,0.0
광진구,2023-06-16,0.0
광진구,2023-06-17,0.0
광진구,2023-06-18,0.0
광진구,2023-06-19,0.0
광진구,2023-06-20,9.5
광진구,2023-06-21,31.5
광진구,2023-06-22,1.0
광진구,2023-06-23,0.0
광진구,2023-06-24,0.0
광진구,2023-06-25,0.0
광진구,2023-06-26,37.0
광진구,2023-06-27,1.5
광진구,2023-06-28,0.0
광진구,2023-06-29,51.5
광진구,2023-06-30,0.5
구로구,2023-01-02,0.0
구로구,2023-01-03,0.0
구로구,2023-01-04,0.0
구로구,2023-01-05,0.0
구로구,2023-01-06,6.5
구로구,2023-01-07,0.0
구로구,2023-01-08,0.0
구로구,2023-01-09,0.0
구로구,2023-01-10,0.0
구로구,2023-01-11,0.0
구로구,2023-01-12,0.0
구로구,2023-01-13,62.5
구로구,2023-01-14,4.0
구로구,2023-01-15,5.5
구로구,2023-01-16,0.0
구로구,2023-01-17,0.0
구로구,2023-01-18,0.0
구로구,2023-01-19,2.5
구로구,2023-01-20,1.0
구로구,2023-01-21,0.0
구로구,2023-01-22,0.0
구로구,2023-01-23,0.0
구로구,2023-01-24,0.0
구로구,2023-01-25,0.0
구로구,2023-01-26,0.0
구로구,2023-01-27,0.0
구로구,2023-01-28,0.0
구로구,2023-01-29,0.5
구로구,2023-01-30,0.0
구로구,2023-01-31,0.0
구로구,2023-02-01,0.0
구로구,2023-02-02,0.0
구로구,2023-02-03,0.0
구로구,2023-02-04,0.0
구로구,2023-02-05,0.0
구로구,2023-02-06,0.0
구로구,2023-02-07,0.0
구로구,2023-02-08,0.0
구로구,2023-02-09,0.0
구로구,2023-02-10,2.0
구로구,2023-02-11,0.0
구로구,2023-02-12,0.0
구로구,2023-02-13,0.0
구로구,2023-02-14,0.0
구로구,2023-02-15,0.0
구로구,2023-02-16,0.0
구로구,2023-02-17,0.0
구로구,2023-02-18,0.0
구로구,2023-02-19,1.0
구로구,2023-02-20,0.0
구로구,2023-02-21,0.0
구로구,2023-02-22,0.0
구로구,2023-02-23,0.0
구로구,2023-02-24,0.0
구로구,2023-02-25,0.0
구로구,2023-02-26,0.0
구로구,2023-02-27,0.0
구로구,2023-02-28,0.0
구로구,2023-03-01,0.0
구로구,2023-03-02,0.0
구로구,2023-03-03,0.0
구로구,2023-03-04,0.0
구로구,2023-03-05,0.0
구로구,2023-03-06,0.0
구로구,2023-03-07,0.0
구로구,2023-03-08,3.0
구로구,2023-03-09,9.0
구로구,2023-03-10,0.0
구로구,2023-03-11,0.0
구로구,2023-03-12,10.5
구로구,2023-03-13,0.0
구로구,2023-03-14,0.0
구로구,2023-03-15,0.0
구로구,2023-03-16,0.0
구로구,2023-03-17,0.0
구로구,2023-03-18,0.0
구로구,2023-03-19,0.0
구로구,2023-03-20,0.0
구로구,2023-03-21,0.0
구로구,2023-03-22,0.0
구로구,2023-03-23,0.0
구로구,2023-03-24,0.0
구로구,2023-03-25,0.0
구로구,2023-03-26,0.0
구로구,2023-03-27,0.0
구로구,2023-03-28,0.0
구로구,2023-03-29,0.0
구로구,2023-03-30,0.0
구로구,2023-03-31,0.0
구로구,2023-04-01,0.0
구로구,2023-04-02,0.0
구로구,2023-04-03,0.0
구로구,2023-04-04,14.5
구로구,2023-04-05,71.0
구로구,2023-04-06,4.5
구로구,2023-04-07,10.0
구로구,2023-04-08,0.0
구로구,2023-04-09,0.0
구로구,2023-04-10,0.0
구로구,2023-04-11,0.5
구로구,2023-04-12,0.0
구로구,2023-04-13,0.0
구로구,2023-04-14,0.0
구로구,2023-04-15,5.0
구로구,2023-04-16,0.0
구로구,2023-04-17,0.0
구로구,2023-04-18,1.0
구로구,2023-04-19,0.0
구로구,2023-04-20,0.0
구로구,2023-04-21,0.0
구로구,2023-04-22,0.0
구로구,2023-04-23,0.0
구로구,2023-04-24,0.0
구로구,2023-04-25,0.0
구로구,2023-04-26,0.0
구로구,2023-04-27,0.0
구로구,2023-04-28,3.5
구로구,2023-04-29,45.5
구로구,2023-04-30,1.5
구로구,2023-05-01,0.0
구로구,2023-05-02,0.0
구로구,2023-05-03,0.0
구로구,2023-05-04,0.0
구로구,2023-05-05,42.0
구로구,2023-05-06,99.5
구로구,2023-05-07,0.0
구로구,2023-05-08,0.0
구로구,2023-05-09,0.0
구로구,2023-05-10,0.0
구로구,2023-05-11,0.0
구로구,2023-05-12,0.0
구로구,2023-05-13,0.0
구로구,2023-05-14,0.0
구로구,2023-05-15,0.0
구로구,2023-05-16,0.0
구로구,2023-05-17,0.0
구로구,2023-05-18,0.0
구로구,2023-05-19,0.0
구로구,2023-05-20,0.0
구로구,2023-05-21,0.0
구로구,2023-05-22,0.0
구로구,2023-05-23,0.0
구로구,2023-05-24,0.0
구로구,2023-05-25,0.0
구로구,2023-05-26,0.5
구로구,2023-05-27,52.0
구로구,2023-05-28,88.0
구로구,2023-05-29,7.5
구로구,2023-05-30,0.0
구로구,2023-05-31,0.0
구로구,2023-06-01,0.0
구로구,2023-06-02,0.0
구로구,2023-06-03,0.0
구로구,2023-06-04,0.0
구로구,2023-06-05,0.0
구로구,2023-06-06,0.0
구로구,2023-06-07,0.0
구로구,2023-06-08,0.5
구로구,2023-06-09,0.5
구로구,2023-06-10,4.0
구로구,2023-06-11,13.5
구로구,2023-06-12,0.0
구로구,2023-06-13,0.0
구로구,2023-06-14,14.5
구로구,2023-06-15,0.0
구로구,2023-06-16,0.0
구로구,2023-06-17,0.0
구로구,2023-06-18,0.0
구로구,2023-06-19,0.0
구로구,2023-06-20,19.5
구로구,2023-06-21,43.0
구로구,2023-06-22,0.0
구로구,2023-06-23,0.0
구로구,2023-06-24,0.0
구로구,2023-06-25,0.0
구로구,2023-06-26,51.0
구로구,2023-06-27,2.5
구로구,2023-06-28,0.0
구로구,2023-06-29,119.0
구로구,2023-06-30,0.5
금천구,2023-01-02,0.0
금천구,2023-01-03,0.0
금천구,2023-01-04,0.0
금천구,2023-01-05,0.0
금천구,2023-01-06,4.5
금천구,2023-01-07,0.0
금천구,2023-01-08,0.0
금천구,2023-01-09,0.0
금천구,2023-01-10,0.0
금천구,2023-01-11,0.0
금천구,2023-01-12,0.0
금천구,2023-01-13,62.0
금천구,2023-01-14,5.0
금천구,2023-01-15,7.0
금천구,2023-01-16,0.5
금천구,2023-01-17,0.0
금천구,2023-01-18,0.0
금천구,2023-01-19,3.5
금천구,2023-01-20,0.5
금천구,2023-01-21,0.0
금천구,2023-01-22,0.0
금천구,2023-01-23,0.0
금천구,2023-01-24,0.0
금천구,2023-01-25,0.0
금천구,2023-01-26,0.5
금천구,2023-01-27,0.5
금천구,2023-01-28,0.0
금천구,2023-01-29,0.0
금천구,2023-01-30,0.0
금천구,2023-01-31,0.0
금천구,2023-02-01,0.0
금천구,2023-02-02,0.0
금천구,2023-02-03,0.0
금천구,2023-02-04,0.0
금천구,2023-02-05,0.0
금천구,2023-02-06,0.0
금천구,2023-02-07,0.0
금천구,2023-02-08,0.0
금천구,2023-02-09,0.0
금천구,2023-02-10,1.5
금천구,2023-02-11,0.0
금천구,2023-02-12,0.0
금천구,2023-02-13,0.0
금천구,2023-02-14,0.0
금천구,2023-02-15,0.0
금천구,2023-02-16,0.0
금천구,2023-02-17,0.0
금천구,2023-02-18,0.0
금천구,2023-02-19,0.0
금천구,2023-02-20,0.0
금천구,2023-02-21,0.0
금천구,2023-02-22,0.0
금천구,2023-02-23,0.0
금천구,2023-02-24,0.0
금천구,2023-02-25,0.0
금천구,2023-02-26,0.0
금천구,2023-02-27,0.0
금천구,2023-02-28,0.0
금천구,2023-03-01,0.0
금천구,2023-03-02,0.0
금천구,2023-03-03,0.0
금천구,2023-03-04,0.0
금천구,2023-03-05,0.0
금천구,2023-03-06,0.0
금천구,2023-03-07,0.0
금천구,2023-03-08,2.5
금천구,2023-03-09,8.5
금천구,2023-03-10,0.0
금천구,2023-03-11,0.0
금천구,2023-03-12,10.0
금천구,2023-03-13,0.0
금천구,2023-03-14,0.0
금천구,2023-03-15,0.0
금천구,2023-03-16,0.0
금천구,2023-03-17,0.0
금천구,2023-03-18,0.0
금천구,2023-03-19,0.0
금천구,2023-03-20,0.0
금천구,2023-03-21,0.0
금천구,2023-03-22,0.0
금천구,2023-03-23,0.0
금천구,2023-03-24,0.0
금천구,2023-03-25,0.0
금천구,2023-03-26,0.0
금천구,2023-03-27,0.0
금천구,2023-03-28,0.0
금천구,2023-03-29,0.0
금천구,2023-03-30,0.0
금천구,2023-03-31,0.0
금천구,2023-04-01,0.0
금천구,2023-04-02,0.0
금천구,2023-04-03,0.0
금천구,2023-04-04,15.5
금천구,2023-04-05,73.0
금천구,2023-04-06,5.0
금천구,2023-04-07,0.0
금천구,2023-04-08,0.0
금천구,2023-04-09,0.0
금천구,2023-04-10,0.0
금천구,2023-04-11,1.0
금천구,2023-04-12,0.0
금천구,2023-04-13,0.0
금천구,2023-04-14,0.0
금천구,2023-04-15,6.5
금천구,2023-04-16,0.0
금천구,2023-04-17,0.0
금천구,2023-04-18,1.0
금천구,2023-04-19,0.0
금천구,2023-04-20,0.0
금천구,2023-04-21,0.0
금천구,2023-04-22,0.0
금천구,2023-04-23,0.0
금천구,2023-04-24,0.0
금천구,2023-04-25,0.0
금천구,2023-04-26,0.0
금천구,2023-04-27,0.0
금천구,2023-04-28,3.0
금천구,2023-04-29,58.0
금천구,2023-04-30,0.5
금천구,2023-05-01,0.0
금천구,2023-05-02,0.0
금천구,2023-05-03,0.0
금천구,2023-05-04,0.0
금천구,2023-05-05,44.5
금천구,2023-05-06,95.0
금천구,2023-05-07,0.5
금천구,2023-05-08,0.0
금천구,2023-05-09,0.0
금천구,2023-05-10,0.0
금천구,2023-05-11,0.0
금천구,2023-05-12,0.0
금천구,2023-05-13,0.0
금천구,2023-05-14,0.0
금천구,2023-05-15,0.0
금천구,2023-05-16,0.0
금천구,2023-05-17,0.0
금천구,2023-05-18,0.0
금천구,2023-05-19,0.0
금천구,2023-05-20,0.0
금천구,2023-05-21,0.0
금천구,2023-05-22,0.0
금천구,2023-05-23,0.0
금천구,2023-05-24,0.0
금천구,2023-05-25,0.0
금천구,2023-05-26,0.0
금천구,2023-05-27,52.5
금천구,2023-05-28,83.5
금천구,2023-05-29,9.5
금천구,2023-05-30,0.0
금천구,2023-05-31,0.0
금천구,2023-06-01,0.0
금천구,2023-06-02,0.0
금천구,2023-06-03,0.0
금천구,2023-06-04,0.0
금천구,2023-06-05,0.0
금천구,2023-06-06,0.0
금천구,2023-06-07,0.0
금천구,2023-06-08,1.5
금천구,2023-06-09,2.0
금천구,2023-06-10,9.5
금천구,2023-06-11,18.5
금천구,2023-06-12,0.0
금천구,2023-06-13,0.0
금천구,2023-06-14,0.5
금천구,2023-06-15,1.0
금천구,2023-06-16,0.0
금천구,2023-06-17,0.0
금천구,2023-06-18,0.0
금천구,2023-06-19,0.0
금천구,2023-06-20,23.0
금천구,2023-06-21,35.0
금천구,2023-06-22,0.0
금천구,2023-06-23,0.0
금천구,2023-06-24,0.0
금천구,2023-06-25,0.0
금천구,2023-06-26,55.0
금천구,2023-06-27,3.5
금천구,2023-06-28,0.0
금천구,2023-06-29,133.0
금천구,2023-06-30,0.5
노원구,2023-01-01,0.0
노원구,2023-01-02,0.0
노원구,2023-01-03,0.0
노원구,2023-01-04,0.0
노원구,2023-01-05,0.0
노원구,2023-01-06,0.0
노원구,2023-01-07,9.5
노원구,2023-01-08,0.0
노원구,2023-01-09,0.0
노원구,2023-01-10,0.0
노원구,2023-01-11,0.0
노원구,2023-01-12,0.0
노원구,2023-01-13,78.5
노원구,2023-01-14,3.5
노원구,2023-01-15,10.5
노원구,2023-01-16,0.0
노원구,2023-01-17,0.0
노원구,2023-01-18,0.0
노원구,2023-01-19,1.5
노원구,2023-01-20,1.0
노원구,2023-01-21,0.0
노원구,2023-01-22,0.0
노원구,2023-01-23,0.0
노원구,2023-01-24,0.0
노원구,2023-01-25,0.0
노원구,2023-01-26,0.0
노원구,2023-01-27,0.5
노원구,2023-01-28,0.0
노원구,2023-01-29,0.0
노원구,2023-01-30,0.0
노원구,2023-01-31,0.0
노원구,2023-02-01,0.0
노원구,2023-02-02,0.0
노원구,2023-02-03,0.0
노원구,2023-02-04,0.0
노원구,2023-02-05,0.0
노원구,2023-02-06,0.0
노원구,2023-02-07,0.0
노원구,2023-02-08,0.0
노원구,2023-02-09,0.0
노원구,2023-02-10,0.5
노원구,2023-02-11,0.0
노원구,2023-02-12,0.0
노원구,2023-02-13,0.0
노원구,2023-02-14,0.0
노원구,2023-02-15,0.0
노원구,2023-02-16,0.0
노원구,2023-02-17,0.0
노원구,2023-02-18,0.0
노원구,2023-02-19,0.0
노원구,2023-02-20,0.0
노원구,2023-02-21,0.0
노원구,2023-02-22,0.0
노원구,2023-02-23,0.0
노원구,2023-02-24,0.0
노원구,2023-02-25,0.0
노원구,2023-02-26,0.0
노원구,2023-02-27,0.0
노원구,2023-02-28,0.0
노원구,2023-03-01,0.0
노원구,2023-03-02,0.0
노원구,2023-03-03,0.0
노원구,2023-03-06,0.0
노원구,2023-03-07,0.0
노원구,2023-03-08,0.0
노원구,2023-03-09,7.0
노원구,2023-03-10,0.0
노원구,2023-03-11,0.0
노원구,2023-03-12,10.0
노원구,2023-03-13,0.0
노원구,2023-03-14,0.0
노원구,2023-03-15,0.0
노원구,2023-03-16,0.0
노원구,2023-03-17,0.0
노원구,2023-03-18,0.0
노원구,2023-03-19,0.0
노원구,2023-03-20,0.0
