Gu,Date,DailyRain
노원구,2023-03-21,0.0
노원구,2023-03-22,0.0
노원구,2023-03-23,0.0
노원구,2023-03-24,0.0
노원구,2023-03-25,0.0
노원구,2023-03-26,0.0
노원구,2023-03-27,0.0
노원구,2023-03-28,0.0
노원구,2023-03-29,0.0
노원구,2023-03-30,0.0
노원구,2023-03-31,0.0
노원구,2023-04-01,0.0
노원구,2023-04-02,0.0
노원구,2023-04-03,0.0
노원구,2023-04-04,12.0
노원구,2023-04-05,117.5
노원구,2023-04-06,3.5
노원구,2023-04-07,0.0
노원구,2023-04-08,0.0
노원구,2023-04-09,0.0
노원구,2023-04-10,0.0
노원구,2023-04-11,4.0
노원구,2023-04-12,0.0
노원구,2023-04-13,0.0
노원구,2023-04-14,0.0
노원구,2023-04-15,4.5
노원구,2023-04-16,0.0
노원구,2023-04-17,0.0
노원구,2023-04-18,1.5
노원구,2023-04-19,0.0
노원구,2023-04-20,0.5
노원구,2023-04-21,0.0
노원구,2023-04-22,0.0
노원구,2023-04-23,0.0
노원구,2023-04-24,0.0
노원구,2023-04-25,1.5
노원구,2023-04-26,0.0
노원구,2023-04-27,0.0
노원구,2023-04-28,7.0
노원구,2023-04-29,48.5
노원구,2023-04-30,1.5
노원구,2023-05-01,0.0
노원구,2023-05-02,0.0
노원구,2023-05-03,0.0
노원구,2023-05-04,0.0
노원구,2023-05-05,71.0
노원구,2023-05-06,77.0
노원구,2023-05-07,0.0
노원구,2023-05-08,0.0
노원구,2023-05-09,0.0
노원구,2023-05-10,0.0
노원구,2023-05-11,0.0
노원구,2023-05-12,0.0
노원구,2023-05-13,0.0
노원구,2023-05-14,0.0
노원구,2023-05-15,0.0
노원구,2023-05-16,0.0
노원구,2023-05-17,0.0
노원구,2023-05-18,0.0
노원구,2023-05-19,0.0
노원구,2023-05-20,0.0
노원구,2023-05-21,0.0
노원구,2023-05-22,1.0
노원구,2023-05-23,0.0
노원구,2023-05-24,0.0
노원구,2023-05-25,0.0
노원구,2023-05-26,0.0
노원구,2023-05-27,75.0
노원구,2023-05-28,82.5
노원구,2023-05-29,5.0
노원구,2023-05-30,0.0
노원구,2023-05-31,0.0
노원구,2023-06-01,0.0
노원구,2023-06-02,0.0
노원구,2023-06-03,0.0
노원구,2023-06-04,0.0
노원구,2023-06-05,0.0
노원구,2023-06-06,0.0
노원구,2023-06-07,0.0
노원구,2023-06-08,105.0
노원구,2023-06-09,29.0
노원구,2023-06-10,26.0
노원구,2023-06-11,49.5
노원구,2023-06-12,0.0
노원구,2023-06-13,0.5
노원구,2023-06-14,0.0
노원구,2023-06-15,0.0
노원구,2023-06-16,0.0
노원구,2023-06-17,0.0
노원구,2023-06-18,0.0
노원구,2023-06-19,0.0
노원구,2023-06-20,7.5
노원구,2023-06-21,62.5
노원구,2023-06-22,0.0
노원구,2023-06-23,0.0
노원구,2023-06-24,0.0
노원구,2023-06-25,0.0
노원구,2023-06-26,73.5
노원구,2023-06-27,4.0
노원구,2023-06-28,0.0
노원구,2023-06-29,116.5
노원구,2023-06-30,1.0
도봉구,2023-01-02,0.0
도봉구,2023-01-03,0.0
도봉구,2023-01-04,0.0
도봉구,2023-01-05,0.0
도봉구,2023-01-06,0.0
도봉구,2023-01-07,4.5
도봉구,2023-01-08,0.0
도봉구,2023-01-09,0.0
도봉구,2023-01-10,0.0
도봉구,2023-01-11,0.0
도봉구,2023-01-12,0.0
도봉구,2023-01-13,40.0
도봉구,2023-01-14,2.0
도봉구,2023-01-15,5.5
도봉구,2023-01-16,0.0
도봉구,2023-01-17,0.0
도봉구,2023-01-18,0.0
도봉구,2023-01-19,0.5
도봉구,2023-01-20,0.5
도봉구,2023-01-21,0.0
도봉구,2023-01-22,0.0
도봉구,2023-01-23,0.0
도봉구,2023-01-24,0.0
도봉구,2023-01-25,0.0
도봉구,2023-01-26,0.5
도봉구,2023-01-27,0.0
도봉구,2023-01-28,0.0
도봉구,2023-01-29,0.0
도봉구,2023-01-30,0.0
도봉구,2023-01-31,0.0
도봉구,2023-02-01,0.0
도봉구,2023-02-02,0.0
도봉구,2023-02-03,0.0
도봉구,2023-02-04,0.0
도봉구,2023-02-05,0.0
도봉구,2023-02-06,0.0
도봉구,2023-02-07,0.0
도봉구,2023-02-08,0.0
도봉구,2023-02-09,0.0
도봉구,2023-02-10,0.5
도봉구,2023-02-11,0.0
도봉구,2023-02-12,0.0
도봉구,2023-02-13,0.0
도봉구,2023-02-14,0.0
도봉구,2023-02-15,0.0
도봉구,2023-02-16,0.0
도봉구,2023-02-17,0.0
도봉구,2023-02-18,0.0
도봉구,2023-02-19,0.0
도봉구,2023-02-20,0.0
도봉구,2023-02-21,0.0
도봉구,2023-02-22,0.0
도봉구,2023-02-23,0.0
도봉구,2023-02-24,0.0
도봉구,2023-02-25,0.0
도봉구,2023-02-26,0.0
도봉구,2023-02-27,0.0
도봉구,2023-02-28,0.0
도봉구,2023-03-01,0.0
도봉구,2023-03-02,0.0
도봉구,2023-03-03,0.0
도봉구,2023-03-04,0.0
도봉구,2023-03-05,0.0
도봉구,2023-03-06,0.0
도봉구,2023-03-07,0.0
도봉구,2023-03-08,0.0
도봉구,2023-03-09,3.5
도봉구,2023-03-10,0.0
도봉구,2023-03-11,0.0
도봉구,2023-03-12,5.5
도봉구,2023-03-13,0.0
도봉구,2023-03-14,0.0
도봉구,2023-03-15,0.0
도봉구,2023-03-16,0.0
도봉구,2023-03-17,0.0
도봉구,2023-03-18,0.0
도봉구,2023-03-19,0.0
도봉구,2023-03-20,0.0
도봉구,2023-03-21,0.0
도봉구,2023-03-22,0.0
도봉구,2023-03-23,0.0
도봉구,2023-03-24,0.0
도봉구,2023-03-25,0.0
도봉구,2023-03-26,0.0
도봉구,2023-03-27,0.0
도봉구,2023-03-28,0.0
도봉구,2023-03-29,0.0
도봉구,2023-03-30,0.0
도봉구,2023-03-31,0.0
도봉구,2023-04-01,0.0
도봉구,2023-04-02,0.0
도봉구,2023-04-03,0.0
도봉구,2023-04-04,5.5
도봉구,2023-04-05,63.0
도봉구,2023-04-06,2.0
도봉구,2023-04-07,0.0
도봉구,2023-04-08,0.0
도봉구,2023-04-09,0.0
도봉구,2023-04-10,0.0
도봉구,2023-04-11,2.0
도봉구,2023-04-12,0.0
도봉구,2023-04-13,0.0
도봉구,2023-04-14,0.0
도봉구,2023-04-15,2.5
도봉구,2023-04-16,0.0
도봉구,2023-04-17,0.0
도봉구,2023-04-18,1.0
도봉구,2023-04-19,0.0
도봉구,2023-04-20,0.5
도봉구,2023-04-21,0.0
도봉구,2023-04-22,0.0
도봉구,2023-04-23,0.0
도봉구,2023-04-24,0.0
도봉구,2023-04-25,0.5
도봉구,2023-04-26,0.0
도봉구,2023-04-27,0.0
도봉구,2023-04-28,4.0
도봉구,2023-04-29,23.5
도봉구,2023-04-30,1.0
도봉구,2023-05-01,0.0
도봉구,2023-05-02,0.0
도봉구,2023-05-03,0.0
도봉구,2023-05-04,0.0
도봉구,2023-05-05,35.0
도봉구,2023-05-06,42.5
도봉구,2023-05-07,0.0
도봉구,2023-05-08,0.0
도봉구,2023-05-09,0.0
도봉구,2023-05-10,0.0
도봉구,2023-05-11,0.0
도봉구,2023-05-12,0.0
도봉구,2023-05-13,0.0
도봉구,2023-05-14,0.0
도봉구,2023-05-15,0.0
도봉구,2023-05-16,0.0
도봉구,2023-05-17,0.0
도봉구,2023-05-18,0.0
도봉구,2023-05-19,0.0
도봉구,2023-05-20,0.0
도봉구,2023-05-21,0.0
도봉구,2023-05-22,0.5
도봉구,2023-05-23,0.0
도봉구,2023-05-24,0.0
도봉구,2023-05-25,0.0
도봉구,2023-05-26,0.0
도봉구,2023-05-27,41.5
도봉구,2023-05-28,43.0
도봉구,2023-05-29,2.0
도봉구,2023-05-30,0.0
도봉구,2023-05-31,0.0
도봉구,2023-06-01,0.0
도봉구,2023-06-02,0.0
도봉구,2023-06-03,0.0
도봉구,2023-06-04,0.0
도봉구,2023-06-05,0.0
도봉구,2023-06-06,0.5
도봉구,2023-06-07,0.0
도봉구,2023-06-08,49.5
도봉구,2023-06-09,14.5
도봉구,2023-06-10,8.0
도봉구,2023-06-11,23.0
도봉구,2023-06-12,0.0
도봉구,2023-06-13,0.0
도봉구,2023-06-14,0.0
도봉구,2023-06-15,0.0
도봉구,2023-06-16,0.0
도봉구,2023-06-17,0.0
도봉구,2023-06-18,0.0
도봉구,2023-06-19,0.0
도봉구,2023-06-20,3.5
도봉구,2023-06-21,38.0
도봉구,2023-06-22,0.0
도봉구,2023-06-23,0.0
도봉구,2023-06-24,0.0
도봉구,2023-06-25,0.0
도봉구,2023-06-26,39.0
도봉구,2023-06-27,1.5
도봉구,2023-06-28,0.0
도봉구,2023-06-29,58.5
도봉구,2023-06-30,0.5
동대문구,2023-01-02,0.0
동대문구,2023-01-03,0.0
동대문구,2023-01-04,0.0
동대문구,2023-01-05,0.0
동대문구,2023-01-06,0.0
동대문구,2023-01-07,7.0
동대문구,2023-01-08,0.0
동대문구,2023-01-09,0.0
동대문구,2023-01-10,0.0
동대문구,2023-01-11,0.0
동대문구,2023-01-12,0.0
동대문구,2023-01-13,60.5
동대문구,2023-01-14,2.5
동대문구,2023-01-15,9.0
동대문구,2023-01-16,0.0
동대문구,2023-01-17,0.0
동대문구,2023-01-18,0.0
동대문구,2023-01-19,3.0
동대문구,2023-01-20,0.5
동대문구,2023-01-21,0.0
동대문구,2023-01-22,0.0
동대문구,2023-01-23,0.0
동대문구,2023-01-24,0.0
동대문구,2023-01-25,0.0
동대문구,2023-01-26,1.0
동대문구,2023-01-27,0.0
동대문구,2023-01-28,0.0
동대문구,2023-01-29,0.0
동대문구,2023-01-30,0.0
동대문구,2023-01-31,0.0
동대문구,2023-02-01,0.0
동대문구,2023-02-02,0.0
동대문구,2023-02-03,0.0
동대문구,2023-02-04,0.0
동대문구,2023-02-05,0.0
동대문구,2023-02-06,0.0
동대문구,2023-02-07,0.0
동대문구,2023-02-08,0.0
동대문구,2023-02-09,0.0
동대문구,2023-02-10,1.0
동대문구,2023-02-11,0.0
동대문구,2023-02-12,0.0
동대문구,2023-02-13,0.0
동대문구,2023-02-14,0.0
동대문구,2023-02-15,0.0
동대문구,2023-02-16,0.0
동대문구,2023-02-17,0.0
동대문구,2023-02-18,0.0
동대문구,2023-02-19,0.0
동대문구,2023-02-20,0.0
동대문구,2023-02-21,0.0
동대문구,2023-02-22,0.0
동대문구,2023-02-23,0.0
동대문구,2023-02-24,0.0
동대문구,2023-02-25,0.0
동대문구,2023-02-26,0.0
동대문구,2023-02-27,0.0
동대문구,2023-02-28,0.0
동대문구,2023-03-01,0.0
동대문구,2023-03-02,0.0
동대문구,2023-03-03,0.0
동대문구,2023-03-04,0.0
동대문구,2023-03-05,0.0
동대문구,2023-03-06,0.0
동대문구,2023-03-07,0.0
동대문구,2023-03-08,0.5
동대문구,2023-03-09,6.5
동대문구,2023-03-10,0.0
동대문구,2023-03-11,0.0
동대문구,2023-03-12,9.5
동대문구,2023-03-13,0.0
동대문구,2023-03-14,0.0
동대문구,2023-03-15,0.0
동대문구,2023-03-16,0.0
동대문구,2023-03-17,0.0
동대문구,2023-03-18,0.0
동대문구,2023-03-19,0.0
동대문구,2023-03-20,0.0
동대문구,2023-03-21,0.0
동대문구,2023-03-22,0.0
동대문구,2023-03-23,0.0
동대문구,2023-03-24,0.0
동대문구,2023-03-25,0.0
동대문구,2023-03-26,0.0
동대문구,2023-03-27,0.0
동대문구,2023-03-28,0.0
동대문구,2023-03-29,0.0
동대문구,2023-03-30,0.0
동대문구,2023-03-31,0.0
동대문구,2023-04-01,0.0
동대문구,2023-04-02,0.0
동대문구,2023-04-03,0.0
동대문구,2023-04-04,10.5
동대문구,2023-04-05,99.5
동대문구,2023-04-06,4.0
동대문구,2023-04-07,0.0
동대문구,2023-04-08,0.0
동대문구,2023-04-09,0.0
동대문구,2023-04-10,0.0
동대문구,2023-04-11,5.5
동대문구,2023-04-12,0.0
동대문구,2023-04-13,0.0
동대문구,2023-04-14,0.0
동대문구,2023-04-15,7.0
동대문구,2023-04-16,0.0
동대문구,2023-04-17,0.0
동대문구,2023-04-18,1.5
동대문구,2023-04-19,0.0
동대문구,2023-04-20,0.0
동대문구,2023-04-21,0.0
동대문구,2023-04-22,0.0
동대문구,2023-04-23,0.0
동대문구,2023-04-24,0.0
동대문구,2023-04-25,1.0
동대문구,2023-04-26,0.0
동대문구,2023-04-27,0.0
동대문구,2023-04-28,5.0
동대문구,2023-04-29,59.0
동대문구,2023-04-30,1.0
동대문구,2023-05-01,0.0
동대문구,2023-05-02,0.0
동대문구,2023-05-03,0.0
동대문구,2023-05-04,0.0
동대문구,2023-05-05,60.5
동대문구,2023-05-06,82.0
동대문구,2023-05-07,0.0
동대문구,2023-05-08,0.0
동대문구,2023-05-09,0.0
동대문구,2023-05-10,0.0
동대문구,2023-05-11,0.0
동대문구,2023-05-12,0.0
동대문구,2023-05-13,0.0
동대문구,2023-05-14,0.0
동대문구,2023-05-15,0.0
동대문구,2023-05-16,0.0
동대문구,2023-05-17,0.0
동대문구,2023-05-18,0.0
동대문구,2023-05-19,0.0
동대문구,2023-05-20,0.0
동대문구,2023-05-21,0.0
동대문구,2023-05-22,0.0
동대문구,2023-05-23,0.0
동대문구,2023-05-24,0.0
동대문구,2023-05-25,0.0
동대문구,2023-05-26,0.0
동대문구,2023-05-27,72.0
동대문구,2023-05-28,89.0
동대문구,2023-05-29,6.0
동대문구,2023-05-30,0.0
동대문구,2023-05-31,0.0
동대문구,2023-06-01,0.0
동대문구,2023-06-02,0.0
동대문구,2023-06-03,0.0
동대문구,2023-06-04,0.0
동대문구,2023-06-05,0.0
동대문구,2023-06-06,0.0
동대문구,2023-06-07,0.0
동대문구,2023-06-08,3.5
동대문구,2023-06-09,4.5
동대문구,2023-06-10,2.5
동대문구,2023-06-11,21.0
동대문구,2023-06-12,0.0
동대문구,2023-06-13,0.0
동대문구,2023-06-14,13.0
동대문구,2023-06-15,0.0
동대문구,2023-06-16,0.0
동대문구,2023-06-17,0.0
동대문구,2023-06-18,0.0
동대문구,2023-06-19,0.0
동대문구,2023-06-20,13.0
동대문구,2023-06-21,54.0
동대문구,2023-06-22,0.0
동대문구,2023-06-23,0.0
동대문구,2023-06-24,0.0
동대문구,2023-06-25,0.0
동대문구,2023-06-26,64.0
동대문구,2023-06-27,2.0
동대문구,2023-06-28,0.0
동대문구,2023-06-29,140.5
동대문구,2023-06-30,0.5
동작구,2023-01-02,0.0
동작구,2023-01-03,0.0
동작구,2023-01-04,0.0
동작구,2023-01-05,0.0
동작구,2023-01-06,2.5
동작구,2023-01-07,0.5
동작구,2023-01-08,0.0
동작구,2023-01-09,0.0
동작구,2023-01-10,0.0
동작구,2023-01-11,0.0
동작구,2023-01-12,0.0
동작구,2023-01-13,55.5
동작구,2023-01-14,4.5
동작구,2023-01-15,7.5
동작구,2023-01-16,0.5
동작구,2023-01-17,0.0
동작구,2023-01-18,0.0
동작구,2023-01-19,4.0
동작구,2023-01-20,0.0
동작구,2023-01-21,0.0
동작구,2023-01-22,0.0
동작구,2023-01-23,0.0
동작구,2023-01-24,0.0
동작구,2023-01-25,0.0
동작구,2023-01-26,0.5
동작구,2023-01-27,0.0
동작구,2023-01-28,0.0
동작구,2023-01-29,0.0
동작구,2023-01-30,0.0
동작구,2023-01-31,0.0
동작구,2023-02-01,0.0
동작구,2023-02-02,0.0
동작구,2023-02-03,0.0
동작구,2023-02-04,0.0
동작구,2023-02-05,0.0
동작구,2023-02-06,0.0
동작구,2023-02-07,0.0
동작구,2023-02-08,0.0
동작구,2023-02-09,0.0
동작구,2023-02-10,2.0
동작구,2023-02-11,0.0
동작구,2023-02-12,0.0
동작구,2023-02-13,0.0
동작구,2023-02-14,0.0
동작구,2023-02-15,0.0
동작구,2023-02-16,0.0
동작구,2023-02-17,0.0
동작구,2023-02-18,0.0
동작구,2023-02-19,1.0
동작구,2023-02-20,0.0
동작구,2023-02-21,0.0
동작구,2023-02-22,0.0
동작구,2023-02-23,0.0
동작구,2023-02-24,0.0
동작구,2023-02-25,0.0
동작구,2023-02-26,0.0
동작구,2023-02-27,0.0
동작구,2023-02-28,0.0
동작구,2023-03-01,0.0
동작구,2023-03-02,0.0
동작구,2023-03-03,0.0
동작구,2023-03-04,0.0
동작구,2023-03-05,0.0
동작구,2023-03-06,0.0
동작구,2023-03-07,0.0
동작구,2023-03-08,2.0
동작구,2023-03-09,7.5
동작구,2023-03-10,0.0
동작구,2023-03-11,0.0
동작구,2023-03-12,10.0
동작구,2023-03-13,0.0
동작구,2023-03-14,0.0
동작구,2023-03-15,0.0
동작구,2023-03-16,0.0
동작구,2023-03-17,0.0
동작구,2023-03-18,0.0
동작구,2023-03-20,0.0
동작구,2023-03-21,0.0
동작구,2023-03-22,0.0
동작구,2023-03-23,0.0
동작구,2023-03-24,0.0
동작구,2023-03-25,0.0
동작구,2023-03-26,0.0
동작구,2023-03-27,0.0
동작구,2023-03-28,0.0
동작구,2023-03-29,0.0
동작구,2023-03-30,0.0
동작구,2023-03-31,0.0
동작구,2023-04-01,0.0
동작구,2023-04-02,0.0
동작구,2023-04-03,0.0
동작구,2023-04-04,18.0
동작구,2023-04-05,84.0
동작구,2023-04-06,4.5
동작구,2023-04-07,0.5
동작구,2023-04-08,0.0
동작구,2023-04-09,0.0
동작구,2023-04-10,0.0
동작구,2023-04-11,1.5
동작구,2023-04-12,0.0
동작구,2023-04-13,0.0
동작구,2023-04-14,0.0
동작구,2023-04-15,6.5
동작구,2023-04-16,0.0
동작구,2023-04-17,0.0
동작구,2023-04-18,2.0
동작구,2023-04-19,0.0
동작구,2023-04-20,0.0
동작구,2023-04-21,0.0
동작구,2023-04-22,0.0
동작구,2023-04-23,0.0
동작구,2023-04-24,0.0
동작구,2023-04-25,1.0
동작구,2023-04-26,0.0
동작구,2023-04-27,0.0
동작구,2023-04-28,3.0
동작구,2023-04-29,57.0
동작구,2023-04-30,1.5
동작구,2023-05-01,0.0
동작구,2023-05-02,0.0
동작구,2023-05-03,0.0
동작구,2023-05-04,0.0
동작구,2023-05-05,42.5
동작구,2023-05-06,106.0
동작구,2023-05-07,0.0
동작구,2023-05-08,0.0
동작구,2023-05-09,0.0
동작구,2023-05-10,0.0
동작구,2023-05-11,0.0
동작구,2023-05-12,0.0
동작구,2023-05-13,0.0
동작구,2023-05-14,0.0
동작구,2023-05-15,0.0
동작구,2023-05-16,0.0
동작구,2023-05-17,0.0
동작구,2023-05-18,2.0
동작구,2023-05-19,0.0
동작구,2023-05-20,0.0
동작구,2023-05-21,0.5
동작구,2023-05-22,0.0
동작구,2023-05-23,0.0
동작구,2023-05-24,0.0
동작구,2023-05-25,0.0
동작구,2023-05-26,1.0
동작구,2023-05-27,63.5
동작구,2023-05-28,85.5
동작구,2023-05-29,8.0
동작구,2023-05-30,0.0
동작구,2023-05-31,0.0
동작구,2023-06-01,0.0
동작구,2023-06-02,0.0
동작구,2023-06-03,0.0
동작구,2023-06-04,0.0
동작구,2023-06-05,0.0
동작구,2023-06-06,0.0
동작구,2023-06-07,0.0
동작구,2023-06-08,0.5
동작구,2023-06-09,1.5
동작구,2023-06-10,6.5
동작구,2023-06-11,23.0
동작구,2023-06-12,0.0
동작구,2023-06-13,0.0
동작구,2023-06-14,1.0
동작구,2023-06-15,0.0
동작구,2023-06-16,0.0
동작구,2023-06-17,0.0
동작구,2023-06-18,0.0
동작구,2023-06-19,0.0
동작구,2023-06-20,22.0
동작구,2023-06-21,45.5
동작구,2023-06-22,0.0
동작구,2023-06-23,0.0
동작구,2023-06-24,0.0
동작구,2023-06-25,0.0
동작구,2023-06-26,53.0
동작구,2023-06-27,3.0
동작구,2023-06-28,0.0
동작구,2023-06-29,121.0
동작구,2023-06-30,1.5
마포구,2023-01-02,0.0
마포구,2023-01-03,0.0
마포구,2023-01-04,0.0
마포구,2023-01-05,0.0
마포구,2023-01-06,7.0
마포구,2023-01-07,0.0
마포구,2023-01-08,0.0
마포구,2023-01-09,0.0
마포구,2023-01-10,0.0
마포구,2023-01-11,0.0
마포구,2023-01-12,0.0
마포구,2023-01-13,67.0
마포구,2023-01-14,5.0
마포구,2023-01-15,6.5
마포구,2023-01-16,0.0
마포구,2023-01-17,0.0
마포구,2023-01-18,0.0
마포구,2023-01-19,2.0
마포구,2023-01-20,0.5
마포구,2023-01-21,0.0
마포구,2023-01-22,0.0
마포구,2023-01-23,0.0
마포구,2023-01-24,0.0
마포구,2023-01-25,0.0
마포구,2023-01-26,0.0
마포구,2023-01-27,0.0
마포구,2023-01-28,0.0
마포구,2023-01-29,0.0
마포구,2023-01-30,0.0
마포구,2023-01-31,0.0
마포구,2023-02-01,0.0
마포구,2023-02-02,0.0
마포구,2023-02-03,0.0
마포구,2023-02-04,0.0
마포구,2023-02-05,0.0
마포구,2023-02-06,0.0
마포구,2023-02-07,0.0
마포구,2023-02-08,0.0
마포구,2023-02-09,0.0
마포구,2023-02-10,1.5
마포구,2023-02-11,0.0
마포구,2023-02-12,0.0
마포구,2023-02-13,0.0
마포구,2023-02-14,0.0
마포구,2023-02-15,0.0
마포구,2023-02-16,0.0
마포구,2023-02-17,0.0
마포구,2023-02-18,0.0
마포구,2023-02-19,1.0
마포구,2023-02-20,0.0
마포구,2023-02-21,0.0
마포구,2023-02-22,0.0
마포구,2023-02-23,0.0
마포구,2023-02-24,0.0
마포구,2023-02-25,0.0
마포구,2023-02-26,0.0
마포구,2023-02-27,0.0
마포구,2023-02-28,0.0
마포구,2023-03-01,0.0
마포구,2023-03-02,0.0
마포구,2023-03-03,0.0
마포구,2023-03-04,0.0
마포구,2023-03-05,0.0
마포구,2023-03-06,0.0
마포구,2023-03-07,0.0
마포구,2023-03-08,3.5
마포구,2023-03-09,7.5
마포구,2023-03-10,0.0
마포구,2023-03-11,0.0
마포구,2023-03-12,11.5
마포구,2023-03-13,0.0
마포구,2023-03-14,0.0
마포구,2023-03-15,0.0
마포구,2023-03-16,0.0
마포구,2023-03-17,0.0
마포구,2023-03-18,0.0
마포구,2023-03-19,0.0
마포구,2023-03-20,0.0
마포구,2023-03-21,0.0
마포구,2023-03-22,0.0
마포구,2023-03-23,0.0
마포구,2023-03-24,0.0
마포구,2023-03-25,0.0
마포구,2023-03-26,0.0
마포구,2023-03-27,0.0
마포구,2023-03-28,0.0
마포구,2023-03-29,0.0
마포구,2023-03-30,0.0
마포구,2023-03-31,0.0
마포구,2023-04-01,0.0
마포구,2023-04-02,0.0
마포구,2023-04-03,0.0
마포구,2023-04-04,12.0
마포구,2023-04-05,88.0
마포구,2023-04-06,4.5
마포구,2023-04-07,0.0
마포구,2023-04-08,0.0
마포구,2023-04-09,0.0
마포구,2023-04-10,0.0
