LOCATION,TIME,CO,CO2,GHG,NOX,SOX,VOC,PM2.5
AUS,1990,6064.261,276.693957,438082.427,1715.4119999999998,1678.077,1603.395,10.6
AUS,1991,6079.665,278.077607,438074.634,1688.006,1660.795,1593.365,10.1
AUS,1992,6233.789,282.213441,441777.454,1735.42,1746.54,1597.303,9.9
AUS,1993,6467.664,286.269543,442307.562,1779.886,1841.1,1614.664,10.2
AUS,1994,6614.625,292.44145999999995,442635.414,1781.296,1863.377,1626.292,10.0
AUS,1995,6447.015,303.254351,451101.516,1787.086,1766.335,1607.352,9.8
AUS,1996,6626.434,313.51885500000003,457600.101,1840.35,1858.046,1574.335,10.0
AUS,1997,6639.2390000000005,321.684577,469861.1910000001,1895.588,1916.138,1571.3490000000002,10.2
AUS,1998,6260.321,342.162767,484063.135,1933.67,1836.491,1559.2779999999998,10.0
AUS,1999,6112.246999999999,348.433345,489997.209,1966.116,1929.105,1524.562,10.0
AUS,2000,5669.942,354.393183,501615.349,1973.898,2465.583,1489.9540000000002,10.2
AUS,2001,5387.827,360.869763,509482.511,2061.2200000000003,2718.519,1478.206,10.0
AUS,2002,5241.998,369.079967,513197.33,2144.054,2917.188,1493.136,10.4
AUS,2003,4727.461,368.299901,511740.157,2228.603,2915.248,1311.803,10.3
AUS,2004,4823.659,382.147603,528853.961,2283.5080000000003,2638.346,1319.806,10.5
AUS,2005,4169.975,384.640343,535616.302,2303.024,2645.026,1295.408,10.5
AUS,2006,4136.496999999999,389.9732570000001,540044.1880000001,2312.528,2604.004,1302.658,10.8
AUS,2007,3543.557,400.361936,546765.767,2320.086,2562.117,1260.063,10.8
AUS,2008,3377.911,403.467727,549154.664,2373.079,2630.592,1254.917,10.8
AUS,2009,3302.232,409.668214,552152.806,2354.132,2717.682,1266.79,10.7
AUS,2010,3128.977,412.095827,547197.5970000001,2446.666,2486.048,1249.571,10.4
AUS,2011,3072.57,409.912443,549031.928,2393.7670000000003,2619.228,1260.216,10.2
AUS,2012,3034.156,410.315808,552329.8450000001,2545.834,2628.857,1268.094,10.0
AUS,2013,2965.114,402.91313,543822.188,2615.33,2518.564,1280.448,9.9
AUS,2014,2890.621,392.729885,535474.25,2634.173,2606.188,1307.501,9.7
AUS,2015,2835.441,399.377074,544254.6669999999,2650.751,2484.984,1336.741,9.8
AUS,2016,2767.812,409.513287,552377.662,2717.378,2567.585,1309.957,9.5
AUS,2017,2914.944,411.800131,559603.856,2795.897,2380.723,1355.493,9.5
AUT,1990,1416.692,68.40268,79057.527,246.304,83.226,377.552,14.0
AUT,1991,1422.975,72.858227,82721.822,256.801,79.774,370.83,14.0
AUT,1992,1357.039,67.81299200000001,76152.51999999999,243.441,61.036,343.948,13.6
AUT,1993,1285.668,67.991954,76527.543,233.446,59.422,321.875,13.5
AUT,1994,1210.6280000000002,68.516176,76735.63500000001,223.893,53.045,296.39,12.5
AUT,1995,1092.991,72.135362,79963.29699999999,222.796,52.6,278.464,13.4
AUT,1996,1086.325,76.118925,83123.37,242.686,49.384,267.693,13.5
AUT,1997,1002.474,75.373136,82730.00799999999,227.141,45.397,251.51,12.9
AUT,1998,951.002,76.184085,82023.181,240.245,40.022,242.111,12.9
AUT,1999,819.644,74.668097,80465.21699999999,230.915,37.886,229.451,12.8
AUT,2000,814.05,75.22658200000001,80629.42499999999,237.062,35.437,202.209,13.2
AUT,2001,783.074,79.794432,84524.55600000001,248.905,36.412,195.941,12.3
AUT,2002,746.97,81.348219,86278.212,257.142,35.181,190.388,12.1
AUT,2003,749.186,86.69390100000001,91647.591,269.635,34.924,185.885,12.3
AUT,2004,728.841,88.132136,91439.087,268.75,29.745,170.655,12.1
AUT,2005,700.733,88.645442,92599.837,275.572,28.986,175.04399999999998,12.2
AUT,2006,700.073,86.380391,90169.572,265.06100000000004,29.839,177.39499999999998,12.5
AUT,2007,674.0129999999999,83.396998,87388.485,257.008,26.038,172.75799999999998,12.5
AUT,2008,652.569,82.921715,86781.246,242.288,22.593,166.87099999999998,12.0
AUT,2009,629.571,76.541657,80146.638,227.026,16.416,152.678,11.8
AUT,2010,646.7080000000001,82.493104,84703.422,227.187,17.797,153.235,12.1
AUT,2011,627.249,80.86999,82515.59199999999,217.671,16.873,147.623,11.9
AUT,2012,626.271,77.649008,79797.794,211.433,16.44,145.091,12.1
AUT,2013,629.0840000000001,78.26668000000001,80237.982,210.305,15.95,138.495,11.9
AUT,2014,588.5070000000001,74.545457,76671.635,201.514,16.11,130.932,12.2
AUT,2015,599.556,75.68372,78893.606,197.879,15.645,125.246,11.2
AUT,2016,593.39,76.14809199999999,79830.397,189.232,14.707,123.916,11.4
AUT,2017,582.696,78.46767200000001,82141.83,179.18200000000002,14.16,124.574,11.3
AUT,2018,536.936,75.754388,78863.297,166.77700000000002,12.798,120.862,11.3
AUT,2019,551.3910000000001,77.246774,80003.149,158.328,12.29,120.424,11.6
AUT,2020,527.149,71.381404,73919.132,136.742,11.67,123.061,11.3
BEL,1990,1659.1709999999998,120.268647,145859.106,462.143,400.066,388.17,12.2
BEL,1991,1594.163,125.210073,148594.432,461.194,401.167,380.467,11.4
BEL,1992,1597.239,123.240269,148092.486,462.718,391.364,380.111,11.7
BEL,1993,1510.639,120.796349,146911.5,457.115,363.733,370.151,11.7
BEL,1994,1441.273,125.892421,151460.417,455.317,317.868,350.765,11.1
BEL,1995,1403.84,125.503683,153594.97600000002,448.608,282.107,341.129,11.0
BEL,1996,1351.15,131.009404,157243.434,432.486,270.948,330.944,10.9
BEL,1997,1215.225,127.942717,148835.29,416.342,246.553,312.591,10.9
BEL,1998,1152.391,130.927806,154027.98,418.031,231.555,302.981,9.9
BEL,1999,1077.75,126.921484,147747.267,388.122,189.149,283.923,10.1
BEL,2000,1090.145,128.73460699999998,148891.851,389.542,186.109,256.93,11.2
BEL,2001,1009.402,130.212773,147333.39899999998,376.085,179.828,249.959,11.0
BEL,2002,1050.072,122.227199,147429.33899999998,363.87,171.148,232.231,11.3
BEL,2003,998.344,127.219091,147745.72600000002,358.458,165.572,220.619,11.3
BEL,2004,939.589,125.133776,148538.176,369.29,168.386,206.917,12.1
BEL,2005,873.1139999999999,122.536152,145432.224,353.012,155.504,199.934,12.2
BEL,2006,807.5010000000001,119.349543,142729.132,335.041,145.739,192.519,10.9
BEL,2007,668.2829999999999,115.088774,139103.881,322.978,133.821,181.195,10.3
BEL,2008,673.134,118.032352,139043.888,293.121,103.126,172.125,10.5
BEL,2009,460.816,110.999416,126450.231,260.233,80.19800000000001,158.49800000000002,10.1
BEL,2010,538.731,118.540802,133656.563,260.887,64.983,156.84,10.3
BEL,2011,431.077,107.516151,123204.197,242.339,57.185,143.771,10.1
BEL,2012,369.651,106.372553,120454.495,229.979,51.005,139.818,10.1
BEL,2013,556.282,107.78964,120534.549,219.486,46.252,135.551,10.3
BEL,2014,345.125,101.369413,114889.123,208.669,43.868,128.398,10.6
BEL,2015,397.457,106.598011,119000.968,209.185,44.448,127.371,10.4
BEL,2016,379.067,105.585554,117429.962,197.173,36.895,126.107,9.4
BEL,2017,305.734,104.176356,116919.537,185.078,35.122,124.093,9.3
BEL,2018,354.051,104.949244,117595.227,177.905,34.457,122.937,9.2
BEL,2019,388.806,104.210393,116473.872,164.959,31.973,121.641,9.2
CAN,1990,12008.431,426.238109,588624.0800000001,2382.445,3119.452,2974.799,8.5
CAN,1991,11791.272,420.302436,582051.9809999999,2290.4680000000003,2892.819,2913.318,8.2
CAN,1992,11724.275,433.351867,599263.783,2329.666,2764.957,2934.0840000000003,7.8
CAN,1993,12000.867,430.202135,601764.632,2380.442,2672.775,3021.683,7.5
CAN,1994,11965.574,445.848455,621955.575,2499.4480000000003,2452.897,3048.714,7.4
CAN,1995,11821.819,455.74678,639092.0950000001,2560.057,2589.939,3044.222,7.4
CAN,1996,11457.824,470.255162,660790.119,2629.046,2598.373,3035.713,7.4
CAN,1997,11125.975,485.3083620000001,676416.841,2772.177,2545.2960000000003,2965.311,7.2
CAN,1998,10838.415,492.199734,682457.461,2810.866,2509.625,2906.057,7.3
CAN,1999,10635.383,501.965246,694539.7829999999,2874.418,2404.46,2834.821,7.5
CAN,2000,10406.437,522.235816,719487.16,2843.352,2407.499,2764.631,7.6
CAN,2001,9551.508000000002,514.60027,710194.733,2703.403,2383.5660000000003,2524.591,7.6
CAN,2002,9213.92,533.285172,715512.58,2644.384,2338.695,2491.241,7.7
CAN,2003,9057.413,553.522322,734163.747,2603.762,2265.998,2429.775,7.7
CAN,2004,8547.213,545.1409940000001,736748.522,2460.826,2276.336,2387.553,7.8
CAN,2005,7649.213000000001,558.149319,732242.802,2362.32,2157.905,2340.3720000000003,8.0
CAN,2006,7137.234,548.437373,725311.491,2204.117,1949.812,2217.916,8.2
CAN,2007,7060.917,579.67998,748092.836,2210.286,1901.476,2191.94,8.4
CAN,2008,6838.150000000001,558.852702,730823.2170000001,2136.464,1710.036,2143.2870000000003,8.4
CAN,2009,6495.928,530.538399,689569.823,2007.47,1438.275,1980.817,8.4
CAN,2010,6262.034000000001,544.4875460000001,701888.187,2020.488,1325.884,1936.75,8.4
CAN,2011,5852.902,557.1779170000001,711333.537,1964.0,1240.744,1796.454,8.2
CAN,2012,5575.239,555.599507,716391.136,1853.071,1235.186,1804.259,8.3
CAN,2013,5528.912,565.2141849999999,723116.915,1805.462,1227.829,1837.877,8.2
CAN,2014,5435.139999999999,570.305869,720215.782,1757.071,1185.641,1856.416,8.0
CAN,2015,5332.812,567.340338,722938.5160000001,1687.277,1104.8000000000002,1769.53,8.0
CAN,2016,5236.986999999999,566.370486,704947.389,1627.458,1081.591,1657.569,8.1
CAN,2017,5295.726,576.986088,712253.2899999999,1679.792,984.727,1673.476,8.2
CAN,2018,5280.585,588.386412,724635.3300000001,1697.323,836.177,1718.9840000000002,8.2
CAN,2019,5228.109,574.709803,723698.5360000001,1686.8090000000002,733.6959999999999,1686.949,8.0
CAN,2020,4802.53,524.685791,658805.71,1502.859,668.995,1501.8,8.1
CHE,1990,938.83,55.735537,54942.063,165.452,42.123000000000005,346.945,12.9
CHE,1991,893.469,58.088813,56826.611,161.572,41.699,329.94100000000003,12.9
CHE,1992,823.427,58.194563,56576.124,153.602,38.87,303.50100000000003,12.3
CHE,1993,717.7560000000001,56.209021,53988.092,139.651,33.198,270.791,12.1
CHE,1994,656.691,55.302996,52936.912,136.44,30.021,253.339,11.8
CHE,1995,607.138,56.190386,53826.076,131.44799999999998,29.805,234.548,11.4
CHE,1996,582.631,56.914998,54476.096,124.815,28.169,221.805,11.3
CHE,1997,546.5799999999999,56.101318,53259.747,119.927,24.332,207.674,11.2
CHE,1998,523.076,57.74029,54791.761,119.2,25.156,194.901,11.1
CHE,1999,505.963,58.122109,54593.428,118.535,21.832,186.646,11.1
CHE,2000,475.955,57.603768,53846.838,115.949,18.634,175.45499999999998,11.2
CHE,2001,443.905,59.01665800000001,55371.939,112.036,19.536,165.33100000000002,10.6
CHE,2002,413.205,57.592314,53815.687,106.544,17.012,152.383,10.3
CHE,2003,399.997,58.715481,54877.835,105.181,17.248,142.78199999999998,10.3
CHE,2004,380.833,59.26191,55473.252,104.518,16.947,132.112,10.1
CHE,2005,363.052,59.923701,56097.402,105.115,15.816,128.269,9.7
CHE,2006,338.095,59.956267,55766.261,103.397,14.983,124.519,9.7
CHE,2007,321.03,58.60623,53824.113,101.736,13.05,121.153,9.9
CHE,2008,311.847,60.104464,55218.387,101.152,13.13,118.453,9.9
CHE,2009,293.38700000000006,58.680623,53733.203,95.551,11.599,114.864,9.6
CHE,2010,287.072,60.232821,55313.918,94.639,11.708,111.739,9.7
CHE,2011,259.82800000000003,57.077287,51192.762,89.766,9.386,107.083,9.5
CHE,2012,251.264,58.338557,52522.852000000006,89.927,9.598,104.012,9.3
CHE,2013,241.598,59.318174,53368.436,89.593,8.870999999999999,101.118,9.3
CHE,2014,217.352,56.573302,49431.516,84.999,8.023,96.934,9.1
CHE,2015,206.917,56.345789,48909.389,80.061,6.189,93.096,8.9
CHE,2016,207.171,56.987517,49217.853,77.84700000000001,5.691,90.246,8.7
CHE,2017,199.341,56.448972,48250.842,73.709,5.446,89.087,8.6
CHE,2018,188.834,56.033296,46746.659,69.824,5.204,87.91199999999999,8.5
CHE,2019,187.722,56.12434,46475.892,66.008,4.798,86.91499999999999,8.7
CHE,2020,169.57999999999998,54.177065,43794.806,58.918,4.193,84.69500000000001,8.5
CHL,2005,4658.609,62.854634,80301.372,128.72899999999998,302.016,2408.882,7.2
CHL,2006,4791.231000000001,64.327498,82827.426,149.442,402.192,2435.447,6.9
CHL,2007,4767.9400000000005,71.765016,91558.793,173.93,424.584,2446.095,7.4
CHL,2008,4948.487,75.313464,91399.373,215.746,369.926,2504.74,7.4
CHL,2009,4997.213,72.932781,88103.439,233.389,349.742,2521.764,7.2
CHL,2010,5198.457,77.504765,87947.224,241.709,321.02000000000004,2545.226,7.6
CHL,2011,5221.698,84.40667,96514.543,255.755,339.928,2542.93,7.1
CHL,2012,5108.513,86.555782,102430.712,271.21,251.352,2545.389,8.3
CHL,2013,5051.502,91.27194,102684.19,230.717,229.608,2557.425,7.2
CHL,2014,3737.433,84.968877,99273.711,245.912,156.127,1811.838,7.9
CHL,2015,2274.914,90.637194,106348.137,197.052,161.811,1180.198,7.9
CHL,2016,2552.379,94.788183,110162.103,191.846,365.629,1341.4260000000002,6.4
CHL,2017,2593.78,95.688749,111221.678,189.593,322.15599999999995,1341.452,5.7
CHL,2018,2604.112,95.401725,112318.61,158.45,282.454,1122.3290000000002,6.3
COL,2010,2094.453,68.896149,155063.826,366.249,514.634,646.007,4.2
COL,2011,1958.306,73.638296,154101.959,364.932,410.235,603.694,4.3
COL,2012,2020.95,73.623733,157729.242,375.536,488.471,679.681,4.4
COL,2013,1993.579,81.152412,162659.193,387.411,517.739,685.8439999999999,4.3
COL,2014,2128.087,83.220845,165842.774,396.157,549.743,710.4680000000001,4.2
COL,2015,2012.13,84.07461500000001,170640.606,402.746,543.227,703.045,4.2
COL,2016,2134.62,87.062226,175632.464,411.569,549.6370000000001,725.217,4.5
COL,2017,2034.253,80.26302299999999,171038.969,391.139,426.401,711.3779999999999,4.2
COL,2018,2147.761,83.758195,180730.865,405.63,492.2840000000001,730.8539999999999,4.2
CRI,1990,235.381,14.263601,8199.266,32.683,1.857,42.115,6.1
CRI,1991,180.586,14.199831,8059.238,31.121,2.097,44.312000000000005,6.1
CRI,1992,332.493,13.317132,8800.095,39.375,2.699,48.412000000000006,5.6
CRI,1993,283.779,13.921091,8895.245,39.432,2.307,54.207,5.6
CRI,1994,329.281,13.77677,9625.166,43.406,3.008,62.04,6.1
CRI,1995,269.457,14.078795,9696.428,42.68,2.777,66.352,5.9
CRI,1996,388.398,14.361403,9565.556,46.272,2.74,65.05199999999999,5.6
CRI,1997,413.208,14.901782,9275.098,48.145,1.993,67.447,5.6
CRI,1998,391.339,15.111688,9814.482,50.741,2.046,76.798,5.6
CRI,1999,338.797,15.46463,9954.328,51.172,1.894,86.96300000000001,5.4
CRI,2000,357.889,15.869251000000002,9948.318,51.455,1.73,91.382,4.2
CRI,2001,404.88700000000006,15.83496,10294.603,53.19,3.22,87.90299999999999,4.3
CRI,2002,444.284,16.069293000000002,10521.125,55.413,2.543,90.991,4.2
CRI,2003,372.416,16.267916,10895.636,54.197,5.170999999999999,98.941,4.1
CRI,2004,448.666,16.66307,10926.791,57.503,3.59,101.049,4.1
CRI,2005,374.888,16.962776,11198.666,56.298,3.633,86.256,4.1
CRI,2006,386.879,17.367884,11820.322,59.357,4.663,90.636,4.2
CRI,2007,556.9879999999999,17.900335,12681.621,63.744,6.99,119.425,4.3
CRI,2008,415.968,18.341074,12712.266,65.018,6.524,102.084,4.3
CRI,2009,396.39,18.348384,12537.375,63.698,5.654,110.031,4.1
CRI,2010,477.153,18.773763,12898.803999999998,66.864,5.589,102.548,3.7
CRI,2011,432.618,19.113699,13287.763,66.713,8.89,102.338,3.3
CRI,2012,587.699,19.612682,13408.441,73.0,9.226,112.036,3.2
CRI,2013,676.595,19.751384,13738.654,75.47200000000001,10.434,113.684,3.1
CRI,2014,491.336,20.110817,13853.042,71.086,9.77,116.714,3.2
CRI,2015,645.42,20.667649,13606.455,76.661,5.585,129.009,3.2
CRI,2016,678.526,20.865906,14237.371,81.369,6.257000000000001,131.233,3.4
CRI,2017,570.869,21.294729,14480.526,79.661,6.136,143.206,3.3
CZE,1990,2239.907,169.41930000000002,198794.454,831.642,1923.873,621.6469999999999,11.3
CZE,1991,2129.531,154.757089,180877.209,789.231,1810.422,555.18,11.5
CZE,1992,2088.097,148.884422,175051.81,740.957,1515.8829999999998,527.4979999999999,11.8
CZE,1993,1857.654,142.817162,168339.963,603.388,1428.972,490.98,11.5
CZE,1994,1779.65,136.571719,159426.06100000002,501.36,1271.556,469.074,11.6
CZE,1995,1696.1950000000002,136.174038,158387.281,426.468,1161.464,430.684,11.5
CZE,1996,1756.141,140.437728,161725.328,407.784,1003.085,428.988,11.6
CZE,1997,1622.194,137.79283,157215.625,377.141,761.853,408.076,11.9
CZE,1998,1394.387,131.059278,151049.265,357.376,466.663,379.327,11.8
CZE,1999,1254.102,123.22686,141075.726,330.60900000000004,254.485,362.247,11.9
CZE,2000,1209.447,136.689704,151153.92299999998,339.509,256.50600000000003,351.211,11.8
CZE,2001,1171.768,136.73227500000002,150774.898,336.853,251.084,337.613,11.8
CZE,2002,1121.644,132.566881,146980.15600000002,329.35799999999995,245.316,325.089,11.9
CZE,2003,1141.292,135.977888,150167.61,332.742,239.802,320.855,12.1
CZE,2004,1124.619,136.35897699999998,151024.784,332.502,236.176,310.009,11.5
CZE,2005,1033.627,134.43862199999998,148949.54100000003,328.644,228.804,300.873,12.0
CZE,2006,1020.795,135.145584,150181.4,319.537,226.866,298.665,11.9
CZE,2007,1017.184,136.929771,151844.59900000002,317.552,232.575,290.956,12.1
CZE,2008,954.419,130.79234,146782.658,297.924,186.374,284.24800000000005,12.1
CZE,2009,972.971,125.200061,137293.379,279.429,184.818,281.045,12.1
CZE,2010,1012.942,126.33862,140180.89899999998,276.429,179.425,277.589,11.4
CZE,2011,972.749,123.045108,138581.203,261.525,183.429,264.62800000000004,11.5
CZE,2012,960.23,119.013154,134622.991,248.471,175.413,258.486,11.6
CZE,2013,973.16,114.508348,129264.004,234.791,159.04000000000002,256.529,11.5
CZE,2014,938.73,111.277642,127092.115,228.868,147.23700000000002,251.55,11.9
CZE,2015,932.263,112.649471,128518.638,222.931,141.613,251.991,11.5
CZE,2016,931.069,114.510009,130119.281,212.755,126.001,248.648,11.7
CZE,2017,931.15,115.23192,130964.302,208.553,120.314,249.061,11.6
CZE,2018,939.791,114.306283,129192.211,200.652,105.639,248.935,11.8
CZE,2019,904.396,108.985909,123462.832,186.747,87.361,239.741,11.9
CZE,2020,870.1189999999999,99.534166,113082.619,167.969,72.83099999999999,217.527,11.6
DEU,1990,13245.872,954.737684,1251240.534,2874.679,5528.931,3941.014,14.9
DEU,1991,10975.355,932.224162,1205079.64,2650.444,4013.674,3422.645,13.9
DEU,1992,9460.721,891.811541,1155639.968,2502.558,3277.136,3104.564,13.8
DEU,1993,8558.062,885.8919040000001,1146320.797,2400.398,2937.72,2919.675,13.5
DEU,1994,7542.368,873.126392,1127806.419,2271.689,2445.929,2499.481,13.4
DEU,1995,7186.566,870.6269149999999,1120674.528,2212.981,1763.619,2370.451,13.4
DEU,1996,6621.513000000001,901.352102,1137882.84,2129.714,1493.54,2271.848,13.1
DEU,1997,6389.64,868.999715,1102200.797,2055.654,1240.237,2216.543,13.0
DEU,1998,5880.437,861.043854,1077617.186,2027.393,989.379,2158.878,12.7
DEU,1999,5473.277999999999,828.889373,1043193.538,1993.095,807.405,1995.094,12.8
DEU,2000,5146.122,826.321609,1040204.484,1916.209,650.468,1827.896,12.9
DEU,2001,4951.341,845.699218,1054881.883,1859.421,629.394,1731.67,12.5
DEU,2002,4652.613,832.0019,1033050.387,1796.975,565.522,1638.814,12.3
DEU,2003,4324.888,834.778397,1029402.486,1750.086,537.77,1556.532,11.9
DEU,2004,4110.648,818.664916,1010303.384,1702.351,497.416,1553.207,11.8
DEU,2005,3883.73,800.901575,984998.915,1651.615,478.472,1505.307,11.7
DEU,2006,3854.957,812.9018560000001,991909.402,1661.393,479.727,1501.615,11.8
DEU,2007,3815.742,781.189443,964876.789,1610.178,462.167,1438.648,11.5
DEU,2008,3793.52,788.173186,964986.071,1547.024,455.943,1375.735,11.4
DEU,2009,3246.138,733.902159,898346.973,1450.478,397.268,1260.328,11.2
DEU,2010,3556.031,773.008376,932390.535,1462.854,407.708,1378.1509999999998,11.6
DEU,2011,3472.017,745.431595,907513.464,1437.122,391.536,1288.337,11.3
DEU,2012,3214.587,759.4215929999999,913359.084,1428.348,372.93,1272.291,11.3
DEU,2013,3172.4210000000003,778.031811,933516.948,1427.5259999999998,361.121,1227.3529999999998,11.1
DEU,2014,3001.292,737.341731,893405.452,1381.809,339.401,1188.178,11.1
DEU,2015,3106.24,743.944402,896668.8489999999,1358.894,337.854,1161.335,11.1
DEU,2016,2982.155,748.8171540000001,898570.727,1330.7099999999998,313.06699999999995,1154.739,11.0
DEU,2017,2997.21,733.174174,881593.445,1279.104,304.442,1159.293,10.9
DEU,2018,2886.679,708.8601510000001,846181.396,1193.7040000000002,292.97,1112.057,10.9
DEU,2019,2785.974,659.623512,794643.232,1118.804,262.591,1085.054,10.6
DNK,1990,857.221,64.53479999999999,71834.905,355.267,212.64,254.272,12.3
DNK,1991,894.902,76.17599200000001,82448.989,414.504,284.985,264.087,12.2
DNK,1992,873.403,69.512768,76532.374,362.008,219.731,263.888,12.5
