LOCATION,TIME,CO,CO2,GHG,NOX,SOX,VOC,PM2.5
DNK,1993,857.98,72.164537,78686.024,360.54,177.91,254.03500000000005,12.3
DNK,1994,809.131,76.758742,82614.64,362.895,180.539,255.696,12.5
DNK,1995,766.7280000000001,73.143666,79763.981,340.165,173.264,250.708,12.7
DNK,1996,745.271,88.28547400000001,92946.351,379.909,209.586,252.614,12.7
DNK,1997,686.596,77.211204,83427.193,323.895,123.883,238.161,12.6
DNK,1998,643.703,72.825335,79470.92599999999,299.917,95.708,227.013,12.1
DNK,1999,585.337,69.359405,76839.335,277.559,70.731,218.874,12.1
DNK,2000,561.824,65.079522,72676.063,262.05600000000004,38.527,216.318,12.2
DNK,2001,550.424,66.818975,74412.00099999999,258.599,35.379999999999995,204.933,12.0
DNK,2002,520.452,66.486922,73884.897,255.341,33.655,198.488,11.8
DNK,2003,523.491,72.433606,79021.289,266.354,41.779,194.08,12.0
DNK,2004,502.58,66.290692,73073.601,247.796,34.014,189.012,11.8
DNK,2005,502.577,62.763529,68760.876,238.064,31.092,183.055,11.8
DNK,2006,485.919,71.540684,76514.49100000001,237.675,36.124,177.603,11.6
DNK,2007,490.46,66.351871,71893.445,221.314,33.338,174.479,11.6
DNK,2008,464.162,63.084031,68303.792,202.118,25.054,170.39999999999998,11.3
DNK,2009,422.393,60.917104,65556.731,179.8,18.369,158.561,10.6
DNK,2010,411.434,61.32436,65869.327,174.012,18.23,155.684,10.8
DNK,2011,360.906,55.901581,60663.519,162.959,16.56,147.73399999999998,11.0
DNK,2012,339.975,50.954228,56068.842,150.25199999999998,14.856000000000002,141.595,9.8
DNK,2013,324.008,52.696074,57789.687000000005,144.189,14.965,142.783,10.0
DNK,2014,295.851,48.690311,53618.402,133.128,12.507,132.91,10.1
DNK,2015,300.673,46.84484500000001,50843.571,131.161,11.326,135.59,9.9
DNK,2016,289.499,48.362618,52915.394,130.90300000000002,11.761,130.38,10.0
DNK,2017,277.566,46.590249,50782.728,127.901,12.048,127.873,9.7
DNK,2018,258.374,46.738519,50734.783,120.893,12.393,126.632,9.7
DNK,2019,240.636,44.022746,46949.744,112.245,10.863,120.842,9.5
DNK,2020,224.569,41.949737,44491.436,103.992,10.693,124.848,9.7
ESP,1990,4248.426,212.750598,287717.676,1363.337,2103.9990000000003,1076.8480000000002,12.9
ESP,1991,4321.066000000001,220.609736,295450.39,1405.802,2126.98,1077.9550000000002,12.8
ESP,1992,4334.768,232.209588,304841.628,1426.725,2108.969,1062.118,12.1
ESP,1993,4011.199,218.345769,294740.902,1361.996,2005.323,976.779,11.6
ESP,1994,3731.426,227.252715,310893.388,1368.511,1953.643,974.546,11.3
ESP,1995,3222.9790000000003,238.677254,327019.279,1375.211,1812.597,946.601,11.0
ESP,1996,3664.088,228.543174,318551.25100000005,1359.923,1595.003,974.064,10.8
ESP,1997,3487.304,246.603132,332627.956,1379.441,1664.304,962.403,11.6
ESP,1998,3358.0460000000003,253.375531,342191.48500000004,1376.28,1532.2820000000002,985.465,11.5
ESP,1999,3087.194,275.150515,368371.762,1380.68,1546.989,947.188,11.3
ESP,2000,2729.788,290.18432,383285.812,1388.134,1422.6570000000002,903.495,11.8
ESP,2001,2579.667,291.526769,382052.208,1355.362,1362.8300000000002,874.736,12.4
ESP,2002,2352.281,309.133349,400732.12,1379.104,1509.888,848.292,10.7
ESP,2003,2501.437,314.567664,407938.435,1388.573,1250.415,813.966,11.4
ESP,2004,2259.173,331.400327,423599.624,1404.915,1282.049,793.177,11.7
ESP,2005,2081.48,345.98977699999995,438769.681,1380.091,1234.6,754.576,11.9
ESP,2006,2088.866,337.32626400000004,432106.474,1349.546,1100.198,723.504,11.9
ESP,2007,2056.19,350.273101,442841.587,1349.542,1069.549,704.652,11.1
ESP,2008,1903.792,322.054215,409183.416,1151.52,392.717,652.774,10.2
ESP,2009,1935.936,288.561219,369819.103,1031.778,292.212,598.3760000000001,10.0
ESP,2010,1951.489,274.76063,354659.896,976.768,250.157,597.597,9.8
ESP,2011,1934.609,277.68709,354639.741,974.443,287.434,577.623,9.6
ESP,2012,1623.782,273.086404,347516.697,923.665,290.701,554.309,9.4
ESP,2013,1940.576,247.742943,320459.21,850.383,226.278,541.849,9.2
ESP,2014,1677.935,244.80286,321944.364,844.811,247.469,537.144,9.5
ESP,2015,1823.575,259.915194,333630.597,867.658,265.50800000000004,551.568,10.4
ESP,2016,1673.3190000000002,250.978137,321656.621,826.232,221.227,556.288,10.9
ESP,2017,1669.433,267.504706,334710.71400000004,829.739,224.746,576.902,10.9
ESP,2018,1888.152,261.106185,328912.133,817.37,202.858,591.213,10.4
ESP,2019,1624.435,245.472451,309820.744,759.3929999999999,154.20999999999998,582.568,10.7
ESP,2020,1464.205,206.8038,272250.11100000003,648.5310000000001,119.533,562.25,8.7
EST,1990,410.698,56.314901000000006,40302.03,119.834,453.531,106.022,9.8
EST,1991,394.245,52.709196,37426.671,107.137,411.723,101.083,9.1
EST,1992,245.971,38.205202,27233.267,72.975,316.629,69.445,7.8
EST,1993,235.703,31.003967000000003,21766.211,66.251,259.619,56.054,8.1
EST,1994,294.585,31.685631,22240.219,74.97800000000001,253.642,61.003,8.2
EST,1995,374.374,28.360219,20077.89,79.945,196.263,68.286,8.3
EST,1996,442.582,30.178454,21022.578,88.32300000000001,212.359,71.028,8.0
EST,1997,439.172,31.052422,20734.051,88.257,201.624,73.198,8.3
EST,1998,382.333,28.854318,19005.742,85.02600000000001,182.902,67.37100000000001,8.0
EST,1999,353.252,27.496309,17842.202,77.61,170.952,62.081,8.9
EST,2000,324.587,26.548818,17465.833,76.612,168.47899999999998,60.644000000000005,9.0
EST,2001,346.775,27.181922,17900.887,84.185,157.978,61.386,10.1
EST,2002,320.503,26.698774,17312.622000000003,83.46600000000001,149.621,58.875,12.0
EST,2003,324.105,29.976667,19247.309,85.151,173.171,57.231,11.8
EST,2004,294.509,30.240249,19376.471,79.271,153.584,57.188,11.5
EST,2005,266.858,30.544798,19154.749,73.94800000000001,133.155,54.904,13.0
EST,2006,245.807,29.606314,18503.783,71.003,121.761,52.982,13.4
EST,2007,278.145,35.489144,22062.886,79.169,153.75,49.157,14.8
EST,2008,275.679,31.708759,19956.756,74.411,121.267,45.732,14.2
EST,2009,275.07800000000003,26.410933,16520.628999999997,63.908,95.741,41.703,11.9
EST,2010,275.015,33.630038,21127.451,74.248,145.808,40.179,11.4
EST,2011,230.005,33.616481,21095.606,71.348,127.146,40.058,12.0
EST,2012,249.464,31.261594,19978.022,66.062,74.82900000000001,40.847,12.1
EST,2013,238.958,34.407425,21881.67,64.937,73.279,39.22,11.9
EST,2014,230.833,32.412967,21056.769,61.747,77.644,39.095,11.1
EST,2015,229.016,27.671484,17986.262,54.42,63.708,38.411,10.6
EST,2016,253.697,30.191987,19618.027,55.336,62.035,38.639,10.2
EST,2017,245.894,31.516692,20911.977000000003,56.35,68.703,39.957,10.3
EST,2018,246.406,29.929071,20045.255,54.474,54.525,39.56,10.0
EST,2019,243.551,21.755213,14548.809,45.49,33.354,39.982,10.4
EST,2020,242.152,18.747405,11415.663,41.589,19.594,42.74,10.8
FIN,1990,870.989,67.51361,71102.01,358.122,300.536,279.032,9.5
FIN,1991,842.4110000000001,68.113823,69055.219,347.879,242.556,266.864,9.2
FIN,1992,825.082,64.80698799999999,67694.968,338.187,189.109,259.72,8.9
FIN,1993,802.153,66.220465,69928.962,342.971,165.383,252.303,8.4
FIN,1994,778.855,73.714032,75507.24699999999,343.405,147.963,250.13,8.2
FIN,1995,767.829,69.344578,71757.634,317.88100000000003,125.521,242.793,8.3
FIN,1996,763.5360000000001,76.862974,77744.724,323.039,132.002,234.655,8.2
FIN,1997,754.628,74.663993,76424.18,316.164,121.412,234.94,8.6
FIN,1998,741.538,70.93775600000001,72741.295,299.339,111.942,229.625,8.6
FIN,1999,719.178,70.17132699999999,72061.954,293.605,109.082,220.979,8.6
FIN,2000,681.0360000000001,68.712688,70150.16500000001,280.217,96.686,211.215,8.6
FIN,2001,687.141,75.564543,75489.333,283.957,107.782,209.865,9.0
FIN,2002,667.457,78.284778,77900.68299999999,279.653,108.704,200.132,9.2
FIN,2003,646.115,87.821465,85506.76800000001,289.232,122.172,194.136,9.3
FIN,2004,625.637,83.214133,81755.06000000001,272.886,100.808,188.034,9.9
FIN,2005,600.044,69.418043,69717.991,238.602,82.443,175.295,10.0
FIN,2006,574.3389999999999,82.54099000000001,81128.013,257.27,100.043,167.863,10.1
FIN,2007,559.265,80.457212,79456.371,243.632,98.515,163.55800000000002,10.5
FIN,2008,521.706,70.950308,71323.708,222.899,80.485,144.377,10.3
FIN,2009,498.04,68.055592,67706.258,202.588,70.76,133.78900000000002,10.0
FIN,2010,515.197,77.300673,75570.039,212.821,79.667,134.312,9.7
FIN,2011,466.201,69.055616,67828.14899999999,194.004,71.675,124.446,9.8
FIN,2012,464.101,62.740861,62267.03200000001,183.28,60.497,119.843,9.3
FIN,2013,446.471,63.529513,62712.463,178.969,57.41,114.707,9.1
FIN,2014,440.8,59.122936,58530.393,169.505,51.429,112.037,8.8
FIN,2015,421.052,55.583333,55019.276,156.282,49.84,105.806,8.5
FIN,2016,430.576,58.667080000000006,57843.72,150.881,47.222,106.031,8.4
FIN,2017,419.214,55.941724,55040.859,146.14,41.928,103.222,8.4
FIN,2018,410.315,57.443833,55959.8,141.289,38.951,101.268,8.4
FIN,2019,400.754,53.983563,52735.633,133.297,34.480000000000004,99.806,8.2
FIN,2020,370.433,49.150185,47764.918000000005,115.866,27.363,99.675,8.2
FRA,1990,11141.687000000002,356.64790200000004,540840.229,2131.046,1309.847,2942.846,15.4
FRA,1991,11508.492,381.681331,566907.129,2186.274,1402.454,2974.618,15.4
FRA,1992,10742.791,370.71274,557289.4299999999,2151.214,1248.254,2892.227,15.4
FRA,1993,10209.072,352.242562,536253.553,2052.168,1086.414,2769.169,14.7
FRA,1994,9531.935,347.120427,528092.72,1983.938,1011.983,2620.083,14.6
FRA,1995,9341.689,355.158115,534181.155,1939.724,953.972,2537.686,14.5
FRA,1996,8795.296,371.11364,552530.869,1899.389,938.916,2468.6710000000003,14.5
FRA,1997,8168.555,362.729466,544952.696,1831.353,794.5780000000001,2350.369,14.3
FRA,1998,7894.072,384.386344,559293.58,1867.416,827.4350000000001,2293.055,14.5
FRA,1999,7398.597,378.66764,554367.961,1828.776,728.139,2200.673,14.4
FRA,2000,6716.575,376.914799,548723.542,1767.6989999999998,626.993,2094.197,13.9
FRA,2001,6310.348,380.525343,554292.3250000001,1726.3429999999998,569.952,1998.937,14.1
FRA,2002,6093.094,374.884159,548280.382,1684.368,525.3910000000001,1868.548,13.9
FRA,2003,5781.645,380.642713,552618.3600000001,1627.581,506.264,1815.602,13.4
FRA,2004,5843.224,381.373466,552217.898,1582.454,484.159,1697.267,13.1
FRA,2005,5327.459,384.258144,553908.276,1529.856,465.232,1611.975,12.9
FRA,2006,4728.521,375.14398,543318.495,1438.179,431.792,1509.1899999999998,13.1
FRA,2007,4461.829,366.45422,533562.749,1371.773,410.345,1378.424,12.9
FRA,2008,4264.563,362.231244,528096.398,1287.077,352.221,1300.715,12.5
FRA,2009,3803.324,348.943512,506889.963,1207.998,297.377,1226.755,12.6
FRA,2010,4202.8550000000005,352.882059,511160.812,1173.036,273.851,1237.36,12.3
FRA,2011,3489.458,340.046868,486271.799,1116.584,225.835,1166.063,12.4
FRA,2012,3194.907,343.853375,488207.712,1093.4450000000002,223.273,1116.131,12.2
FRA,2013,3245.822,344.187813,487913.22,1071.059,205.473,1108.593,11.6
FRA,2014,2720.099,312.49726,456757.907,995.905,161.569,1090.001,12.0
FRA,2015,2680.961,318.021188,460290.611,975.278,154.62,1062.642,11.9
FRA,2016,2710.182,320.718433,462648.572,924.193,138.728,1039.318,11.7
FRA,2017,2658.08,324.882725,465269.111,891.85,133.50400000000002,1026.966,11.7
FRA,2018,2534.955,314.22205,447076.665,833.877,124.759,1004.182,11.6
FRA,2019,2493.178,308.009197,437653.125,796.045,101.747,987.425,11.4
FRA,2020,2193.8500000000004,275.092652,398302.928,674.276,92.562,952.923,10.4
GBR,1990,8534.855,562.100011,806315.93,3153.268,3636.742,2980.361,9.8
GBR,1991,8655.079,572.899215,815184.216,3070.191,3566.967,2937.599,9.4
GBR,1992,8365.718,560.1307370000001,794913.324,3022.59,3472.771,2852.101,9.3
GBR,1993,8099.344,543.087893,775946.243,2879.074,3155.136,2730.135,9.3
GBR,1994,7483.281,535.725784,763737.312,2822.427,2868.374,2571.251,9.6
GBR,1995,6871.71,526.256422,757657.273,2686.628,2578.69,2430.281,9.3
GBR,1996,6961.494,546.518846,778398.109,2601.386,2192.048,2383.664,9.8
GBR,1997,6377.1050000000005,524.525623,754238.875,2422.702,1785.9,2280.4,10.0
GBR,1998,5957.582,527.279284,752819.717,2339.8,1783.427,2144.871,9.8
GBR,1999,5676.815,524.758885,723813.9430000001,2219.71,1375.492,1940.346,10.3
GBR,2000,5039.506,533.592588,723931.87,2130.2560000000003,1313.419,1799.333,10.4
GBR,2001,4712.185,548.523236,727075.843,2072.875,1242.859,1701.622,10.8
GBR,2002,4208.097,534.307335,705891.527,1971.488,1116.348,1594.981,11.1
GBR,2003,3812.594,546.801636,711325.212,1932.145,1085.346,1491.625,11.3
GBR,2004,3561.515,546.780964,707942.779,1867.992,919.403,1376.004,11.6
GBR,2005,3266.629,545.068669,699606.9709999999,1843.497,800.668,1283.4309999999998,11.4
GBR,2006,3041.717,546.3698800000001,692206.857,1773.0880000000002,753.7080000000001,1224.125,11.0
GBR,2007,2842.045,535.1730180000001,680042.438,1693.11,656.204,1176.721,11.1
GBR,2008,2596.221,521.177104,658737.961,1516.583,552.5690000000001,1086.176,10.8
GBR,2009,2059.892,472.813887,601909.981,1320.675,453.745,969.884,10.1
GBR,2010,1944.621,489.700942,615734.398,1292.251,461.866,930.372,10.1
GBR,2011,1768.485,451.965531,570242.527,1197.999,433.564,900.4920000000001,9.9
GBR,2012,1713.759,474.322965,586337.687,1217.92,468.006,882.89,9.6
GBR,2013,1700.028,459.859328,572049.585,1149.449,403.882,854.2479999999999,9.4
GBR,2014,1623.701,421.63235,531438.389,1070.897,328.58500000000004,839.3720000000001,9.4
GBR,2015,1569.913,407.108994,513888.085,1033.162,264.935,839.126,9.5
GBR,2016,1433.95,388.170339,488316.745,941.174,193.388,824.042,9.5
GBR,2017,1430.439,373.232378,476881.4360000001,905.552,188.858,833.131,9.7
GBR,2018,1420.887,367.432397,467876.993,863.6120000000001,175.419,849.47,9.8
GBR,2019,1372.336,353.168383,453240.431,805.697,157.755,833.803,9.7
GBR,2020,1263.339,315.943165,408971.174,704.311,137.84300000000002,794.994,9.7
GRC,1990,1357.736,80.017367,103995.885,448.976,556.8240000000001,347.641,10.3
GRC,1991,1343.741,80.321974,104016.391,448.347,550.546,348.588,10.2
GRC,1992,1277.355,82.605889,105297.781,455.906,566.5,342.187,10.0
GRC,1993,1281.29,82.415903,104838.047,446.327,557.0840000000001,342.32,10.7
GRC,1994,1264.538,84.13484,107467.799,454.624,574.3520000000001,344.417,10.4
GRC,1995,1165.427,86.978485,109591.499,440.072,565.481,332.12,10.1
GRC,1996,1166.589,86.939728,112626.458,447.86,562.703,338.261,9.7
GRC,1997,1164.6989999999998,88.073692,117481.481,463.582,597.5939999999999,336.202,9.5
GRC,1998,1166.983,91.724241,123005.206,492.722,624.131,342.44,9.0
GRC,1999,1162.209,92.099466,122997.303,485.982,607.46,344.716,9.5
GRC,2000,1101.88,99.453582,126671.175,470.788,604.75,336.982,8.6
GRC,2001,1107.083,101.781816,127742.787,498.541,619.3679999999999,333.901,8.8
GRC,2002,1052.996,102.133202,127730.888,492.865,602.216,348.135,8.2
GRC,2003,1012.493,106.078627,131581.043,503.461,611.084,360.775,8.9
GRC,2004,999.534,105.850598,132227.14299999998,507.366,612.144,372.219,9.1
GRC,2005,947.414,107.606324,136760.585,526.998,631.6039999999999,364.166,9.2
GRC,2006,964.683,106.693838,133282.801,526.702,586.062,338.301,8.7
GRC,2007,902.588,110.782891,135867.687,525.108,568.904,313.899,8.9
GRC,2008,831.068,107.03162,132493.902,496.343,490.542,285.022,8.7
GRC,2009,758.204,102.43818,125272.667,474.561,427.691,272.044,8.3
GRC,2010,671.696,95.12947,119170.667,396.856,251.225,234.405,8.3
GRC,2011,651.436,93.397228,116189.585,355.641,174.012,218.283,7.5
GRC,2012,699.296,87.806345,112934.172,311.584,155.634,210.485,7.6
GRC,2013,602.6320000000001,79.315177,103271.753,298.619,132.905,191.8,7.6
GRC,2014,610.5600000000001,76.166678,99846.424,293.846,114.1,187.76,7.1
GRC,2015,587.455,75.00321799999999,95974.156,287.219,111.09,179.97299999999998,6.7
GRC,2016,525.225,73.496623,92283.08,286.46500000000003,88.13199999999999,170.984,6.7
GRC,2017,538.707,73.600531,96119.254,292.30600000000004,98.743,164.914,6.7
GRC,2018,511.473,72.152208,92865.772,282.28200000000004,94.192,159.638,6.5
GRC,2019,503.663,67.240294,86161.307,272.331,87.90299999999999,159.094,6.3
HUN,1990,1590.621,74.62997899999999,94994.179,269.95,909.192,336.648,13.9
HUN,1991,1463.742,72.190196,88683.38799999999,237.066,912.311,295.986,13.3
HUN,1992,1159.439,65.493078,78854.879,212.939,783.8870000000001,264.873,13.0
HUN,1993,1232.302,65.720438,79872.753,212.531,788.866,251.48,13.1
HUN,1994,1108.752,65.033263,78758.258,211.459,689.999,236.137,12.9
HUN,1995,1076.323,64.665319,77655.198,209.348,672.806,230.798,12.2
HUN,1996,1047.114,65.823904,79812.038,212.856,670.865,222.107,12.5
HUN,1997,990.085,64.32608,78315.898,215.454,685.881,212.128,12.3
HUN,1998,916.591,64.791297,77792.061,215.744,620.271,204.842,12.2
HUN,1999,900.5319999999999,65.486536,78255.671,220.05,611.629,203.972,12.2
HUN,2000,940.248,62.120264000000006,75385.69499999999,206.842,469.086,207.56,12.0
HUN,2001,949.194,63.973444,77192.55500000001,206.87,380.364,207.523,13.2
HUN,2002,785.967,63.38392,75486.06199999999,198.815,299.172,193.043,13.3
HUN,2003,924.168,66.244935,78375.44099999999,203.029,270.351,197.91,13.2
HUN,2004,849.3670000000001,64.680802,77199.687,200.531,166.15800000000002,192.608,13.2
HUN,2005,766.284,64.53218199999999,76962.513,196.655,46.957,189.542,13.0
HUN,2006,666.417,64.141519,75667.80500000001,188.667,42.787,174.973,13.2
HUN,2007,621.048,62.502404,74018.195,184.37,39.67,159.48000000000002,12.6
HUN,2008,552.469,61.793214,71961.77200000001,177.933,39.221,149.867,11.8
HUN,2009,599.094,56.576409,65931.06,165.759,32.579,148.698,11.5
HUN,2010,606.835,56.915132,66540.439,162.371,33.376,143.217,10.8
HUN,2011,618.26,56.233688,64876.686,151.884,37.599,147.166,11.4
HUN,2012,635.711,52.668798,61563.322,144.476,33.453,148.129,11.1
HUN,2013,615.335,50.376668,58667.039,140.253,32.122,144.934,10.6
HUN,2014,526.333,50.469462,58999.119,138.255,28.381,134.966,10.9
HUN,2015,511.068,53.228351,62207.413,140.54999999999998,26.168,139.24800000000002,10.8
HUN,2016,495.26,54.173196,62702.609,132.042,25.305,139.471,11.1
HUN,2017,483.511,59.416725,65079.406,133.273,30.371,136.091,10.7
HUN,2018,415.213,59.391057,65040.29,131.942,25.225,129.561,11.4
HUN,2019,393.753,57.688767000000006,64778.417,125.842,19.194,129.848,10.7
HUN,2020,374.037,55.100533,62971.775,117.77,18.028,123.291,10.4
IRL,1990,722.965,41.667498,55658.708000000006,216.33,235.121,192.232,11.2
IRL,1991,707.3040000000001,42.394708,56569.503,219.423,235.099,193.844,11.2
IRL,1992,643.979,42.512361,56605.479,230.20800000000003,219.015,187.371,11.4
IRL,1993,614.963,42.74461,57202.826,220.21,207.267,184.202,11.2
IRL,1994,563.695,44.119655,58609.964,219.813,226.485,180.01999999999998,11.2
IRL,1995,536.1179999999999,45.0992,60097.341,217.636,208.482,177.43400000000003,11.5
IRL,1996,530.543,46.778207,62262.334,222.106,191.432,178.244,12.2
IRL,1997,479.887,48.2275,63700.995,214.754,215.033,174.18099999999998,12.8
IRL,1998,491.981,51.370019,66310.35800000001,226.443,228.251,177.184,13.2
IRL,1999,426.567,53.347324,67541.455,227.305,204.146,164.859,13.8
IRL,2000,410.946,55.932532,69730.77799999999,229.031,182.277,156.384,14.2
IRL,2001,395.615,58.454322000000005,71833.121,227.226,179.24399999999997,155.91,14.5
IRL,2002,378.374,57.499759,69993.064,217.211,133.875,155.615,14.3
IRL,2003,359.305,57.339803,70486.20300000001,215.214,103.397,153.134,13.5
IRL,2004,351.406,57.972636,69740.259,216.988,91.365,151.941,13.6
IRL,2005,352.81100000000004,60.163479,71548.78300000001,217.814,90.399,152.17,13.4
IRL,2006,328.787,60.845345,71036.24100000001,211.046,75.071,151.51999999999998,13.4
IRL,2007,307.76300000000003,60.060763,69890.83499999999,204.654,67.47800000000001,149.558,13.2
IRL,2008,302.529,59.124299,69345.893,185.196,55.734,144.50400000000002,12.2
IRL,2009,284.649,53.816299,63542.272,154.904,39.792,141.65,11.0
IRL,2010,264.18100000000004,53.862682,63046.001,146.246,32.466,137.74599999999998,11.6
IRL,2011,241.623,49.971783,58865.39,130.35399999999998,29.935,133.73000000000002,11.7
IRL,2012,233.371,50.262506,59952.555,133.162,28.336,135.177,11.5
IRL,2013,231.943,49.006212,59724.547000000006,134.945,28.323,137.258,10.6
IRL,2014,214.884,49.085472,59233.49,133.238,20.976000000000003,133.49,10.8
