LOCATION,TIME,CO,CO2,GHG,NOX,SOX,VOC,PM2.5
NOR,2011,541.88,52.997266,54010.049,241.625,22.019,191.973,6.4
NOR,2012,535.449,52.823738,53391.304,236.948,20.083,192.529,6.2
NOR,2013,502.917,53.43221,53625.638,232.474,20.625,191.058,6.2
NOR,2014,480.434,53.69515,53917.189000000006,230.318,20.715,202.981,6.1
NOR,2015,487.861,54.460992000000005,54373.291,219.672,20.215000000000003,197.044,6.0
NOR,2016,484.042,53.741158,53457.242000000006,208.794,18.839,194.205,6.0
NOR,2017,490.113,53.69730199999999,52688.797,203.127,18.56,191.361,6.0
NOR,2018,491.347,53.277204,52712.891,199.379,19.732000000000003,187.26,6.0
NOR,2019,488.214,52.43544,50967.748,190.447,19.711,168.926,6.1
NOR,2020,493.479,50.966451000000006,49223.784,177.86,18.577,182.161,7.2
NZL,1990,782.484,32.049316,64739.162,132.048,75.883,186.061,10.3
NZL,1991,765.658,32.095959,65707.226,132.668,72.636,184.756,9.9
NZL,1992,772.5989999999999,34.035322,66853.906,143.994,78.531,189.725,9.8
NZL,1993,775.305,33.749287,66712.496,146.15800000000002,76.52499999999999,189.655,9.3
NZL,1994,809.3499999999999,34.203785,67877.977,150.954,77.041,197.479,9.5
NZL,1995,813.308,34.347062,68413.315,154.41,80.494,199.441,9.3
NZL,1996,810.967,35.579333,70570.446,161.192,78.916,199.24,8.8
NZL,1997,828.593,38.113512,73400.92300000001,170.191,75.793,208.508,8.7
NZL,1998,831.372,37.602367,71205.53300000001,162.90099999999998,73.806,209.933,8.7
NZL,1999,846.085,39.331283,72994.5,172.813,78.902,213.07,8.9
NZL,2000,844.8380000000001,40.317189,74869.875,181.108,83.105,213.116,8.9
NZL,2001,851.688,42.836079,77775.828,189.764,88.684,214.557,8.7
NZL,2002,872.318,42.775165,77702.115,193.139,89.495,216.503,9.1
NZL,2003,889.5840000000001,44.917807,79847.214,201.243,105.686,218.78,8.9
NZL,2004,908.913,44.35911,79688.733,194.108,100.879,223.489,9.1
NZL,2005,897.813,45.85574,81771.952,203.989,108.708,221.953,9.3
NZL,2006,897.06,45.940718,81792.904,202.691,104.102,222.971,9.3
NZL,2007,914.342,44.731308,79692.19499999999,197.736,95.378,225.428,9.2
NZL,2008,888.385,45.549723,79369.031,201.322,102.279,223.78000000000003,9.5
NZL,2009,868.124,42.342145,76665.124,189.01,86.86,220.87,9.3
NZL,2010,882.016,42.248857,77345.797,188.315,84.465,222.097,9.6
NZL,2011,865.636,41.545724,77123.736,187.511,84.81,220.97,9.5
NZL,2012,855.927,43.494533,79104.85500000001,197.254,90.646,219.233,9.2
NZL,2013,852.898,43.259869,78447.662,197.368,87.313,218.99,9.2
NZL,2014,846.23,43.37473,79230.164,197.701,85.258,219.622,9.1
NZL,2015,853.373,43.667819,79054.136,196.99,86.79299999999999,224.092,8.7
NZL,2016,866.6519999999999,42.799349,76946.543,188.241,78.45400000000001,226.865,8.9
NZL,2017,877.115,44.742751,78527.70999999999,198.212,79.884,230.365,8.8
NZL,2018,863.7810000000001,44.377196,78792.376,201.966,80.271,228.611,8.8
NZL,2019,866.649,46.033546,80005.85800000001,208.275,89.669,229.66,8.8
NZL,2020,786.629,43.291215,77345.85299999999,194.421,82.232,211.022,8.7
POL,1990,3724.69,355.041599,474566.8,1157.533,2749.7650000000003,850.821,8.3
POL,1991,4395.169,356.420886,463192.196,1145.9910000000002,2681.655,894.242,8.8
POL,1992,4415.783,347.860357,450868.447,1147.575,2372.0370000000003,877.9730000000001,8.3
POL,1993,5097.488,348.959406,450949.14,1153.886,2332.382,966.557,8.4
POL,1994,4778.87,343.119212,444839.162,1137.818,2219.932,962.811,8.3
POL,1995,4854.871999999999,343.437838,446743.545,1115.2949999999998,2152.074,962.68,8.1
POL,1996,5009.785000000001,359.63118799999995,460395.564,1146.219,2195.358,977.697,8.1
POL,1997,4616.89,348.257996,450024.08,1085.6950000000002,1989.299,947.798,8.6
POL,1998,4003.035,321.990092,419400.723,987.371,1795.115,878.677,8.4
POL,1999,4025.041,312.610082,407542.446,955.764,1608.408,867.3489999999999,8.3
POL,2000,3462.599,299.231377,394003.025,896.346,1395.656,833.582,8.4
POL,2001,3265.583,298.30003600000003,392533.232,869.8190000000001,1358.668,801.318,7.8
POL,2002,3268.02,292.190945,382311.816,833.64,1276.581,815.336,8.1
POL,2003,3113.532,302.999945,395548.93500000006,842.386,1245.8000000000002,781.7320000000001,9.1
POL,2004,3131.232,306.78499700000003,400809.927,857.112,1211.678,810.784,9.2
POL,2005,3149.015,306.371105,400719.189,884.604,1190.55,807.831,9.1
POL,2006,3391.509,318.558167,415352.191,896.492,1263.495,865.163,9.9
POL,2007,3144.872,316.924687,414663.708,888.0849999999999,1171.1470000000002,847.2339999999999,10.3
POL,2008,3240.821,312.247403,407867.879,859.155,937.323,869.159,10.8
POL,2009,3213.644,301.951973,389837.033,842.611,817.42,821.658,10.2
POL,2010,3468.98,318.313273,407247.534,859.357,882.284,788.707,10.0
POL,2011,3152.532,314.087965,405809.29,838.36,828.982,785.32,10.3
POL,2012,3174.559,307.79125700000003,397911.061,800.349,798.898,764.9079999999999,10.2
POL,2013,3057.281,303.216685,393891.768,759.6949999999999,759.51,716.1120000000001,10.8
POL,2014,2790.323,290.018514,381074.62,707.116,710.426,708.346,10.5
POL,2015,2732.603,293.65799,383405.3,686.853,688.978,728.2779999999999,10.5
POL,2016,2848.757,304.420908,394325.53,692.087,582.1619999999999,754.738,10.5
POL,2017,2802.023,317.300218,409013.82,720.958,573.703,756.051,10.6
POL,2018,2633.866,315.800416,409014.596,689.774,540.96,718.269,10.7
POL,2019,2311.274,298.926774,386396.429,642.948,456.165,685.4110000000001,11.0
POL,2020,2260.103,282.954741,371322.114,608.804,443.103,688.531,10.9
PRT,1990,872.7180000000001,47.602592,59479.312000000005,284.638,349.545,273.54200000000003,14.4
PRT,1991,885.621,49.37669,61403.652,300.452,339.01800000000003,275.825,14.0
PRT,1992,917.73,53.438028,65249.666,323.726,403.349,281.587,13.6
PRT,1993,886.617,52.307798,63751.866,312.86,340.578,267.854,13.4
PRT,1994,894.5250000000001,53.72086,64659.097,312.686,316.874,267.242,13.3
PRT,1995,904.931,57.10115,69313.257,325.297,353.96599999999995,262.27,12.8
PRT,1996,873.9190000000001,55.434497,67019.484,305.27,288.88300000000004,262.272,12.1
PRT,1997,854.3100000000001,57.620573,70206.441,307.73,302.144,266.84,11.8
PRT,1998,820.7860000000001,62.493633,75066.087,321.82,353.835,270.098,11.7
PRT,1999,783.739,69.010644,83176.777,334.358,363.436,260.478,13.2
PRT,2000,743.9559999999999,68.622184,82428.03,327.899,323.539,260.354,12.8
PRT,2001,693.956,68.586555,81947.85200000001,324.939,304.498,253.121,12.6
PRT,2002,670.656,72.57489699999999,86403.244,331.003,303.434,246.258,12.5
PRT,2003,644.263,67.677576,81306.923,304.03200000000004,202.706,234.241,12.2
PRT,2004,611.905,68.97475,84528.633,306.91,206.424,226.747,12.3
PRT,2005,569.211,72.305798,86497.453,308.538,207.801,214.035,12.0
PRT,2006,533.1279999999999,67.418023,81657.23199999999,284.747,180.624,205.057,11.8
PRT,2007,504.624,65.74161000000001,79332.96900000001,273.258,172.47400000000002,197.454,11.5
PRT,2008,461.85,63.982438,76907.798,253.655,114.102,187.15,11.5
PRT,2009,437.238,64.026554,73817.093,239.971,78.712,172.424,11.5
PRT,2010,436.048,58.801335,69536.437,221.403,68.902,172.856,11.3
PRT,2011,400.924,58.204931,68064.621,202.753,62.349,161.4,10.9
PRT,2012,385.966,56.630308,66083.094,187.897,57.187,153.84699999999998,9.8
PRT,2013,363.721,54.771204,64162.884000000005,183.753,52.556,151.618,9.5
PRT,2014,344.223,54.005055,64047.915,180.809,47.557,158.276,10.2
PRT,2015,352.557,58.010899,68185.227,183.863,50.05800000000001,159.821,10.3
PRT,2016,337.512,57.648215,66358.36200000001,176.233,50.009,157.222,10.4
PRT,2017,354.969,62.061653,71410.93000000001,179.40200000000002,51.765,159.559,10.4
PRT,2018,309.076,58.870184,67771.58200000001,172.768,49.422,158.32500000000002,10.4
PRT,2019,319.121,54.549682,64121.739,165.928,48.370000000000005,160.80599999999998,10.4
RUS,2008,16413.817,1566.888333,2054056.698,3835.832,4707.933,2909.351,18.4
RUS,2009,15742.155,1452.921104,1918812.312,3694.855,4543.795,2945.612,16.1
RUS,2010,15470.894,1542.058168,2011939.303,3761.231,4543.688,2914.324,15.8
RUS,2011,15950.8,1618.072898,2069045.904,3674.524,4493.211,2997.824,15.4
RUS,2012,16231.561,1621.359744,2093898.453,3476.106,4461.942,2580.898,14.8
RUS,2013,15891.974,1581.743162,2033837.079,3446.852,4336.006,2853.748,14.1
RUS,2014,15624.892,1564.715133,2029115.228,3402.495,4159.723,2760.059,14.0
RUS,2015,15637.082,1546.023609,2023995.775,3404.093,4224.66,2734.551,13.3
RUS,2016,15970.144,1522.490692,2023439.583,3483.59,4138.021,2774.79,13.0
RUS,2017,16277.098,1550.15746,2070222.509,3559.073,3834.939,2760.673,11.1
RUS,2018,16709.028,1614.9305490000002,2132716.579,3542.966,3728.22,2911.696,11.1
SVK,1990,1227.783,68.141844,73752.58899999999,162.232,166.027,306.712,13.4
SVK,1991,1132.279,60.328153,64355.591,143.253,160.697,284.305,13.7
SVK,1992,1065.886,54.679172,58635.836,132.814,157.397,269.075,12.7
SVK,1993,948.614,52.940931,55253.257,130.712,150.237,238.25,12.1
SVK,1994,857.8319999999999,49.906974,52696.514,131.525,146.44899999999998,219.836,10.6
SVK,1995,777.043,50.705629,53189.889,133.543,142.933,206.19,10.3
SVK,1996,728.389,50.63411,53007.821,133.143,139.916,198.786,10.7
SVK,1997,663.245,50.72845,52829.47,133.399,138.821,183.378,10.8
SVK,1998,676.587,49.121515,52127.978,133.051,139.59799999999998,184.033,10.0
SVK,1999,646.1419999999999,48.273148,50863.72,128.042,136.69,175.19400000000002,10.0
SVK,2000,641.8990000000001,46.102231,48995.28,130.68099999999998,139.042,175.193,11.0
SVK,2001,657.252,46.748026,51266.159,132.704,146.042,176.765,10.8
SVK,2002,564.353,46.340369,49879.421,124.655,117.798,161.12,10.8
SVK,2003,593.857,47.049645,49982.79,122.076,121.09,160.356,9.9
SVK,2004,602.602,45.863452,50689.388,121.656,110.655,160.746,10.1
SVK,2005,650.6179999999999,47.202253,50675.718,125.72,102.217,171.036,11.0
SVK,2006,597.188,46.604264,50454.33,117.639,100.454,163.864,10.6
SVK,2007,592.609,46.115258,48708.4,117.002,81.72099999999999,156.95499999999998,10.7
SVK,2008,546.904,46.093204,49223.265,118.777,80.07300000000001,152.18400000000003,11.2
SVK,2009,480.211,42.865949,44963.709,106.315,74.294,142.808,10.7
SVK,2010,529.058,45.112279,45775.058000000005,103.953,80.17699999999999,142.933,10.1
SVK,2011,490.646,43.454943,44848.202,95.439,79.45,139.304,10.2
SVK,2012,506.092,41.831081,42459.225,91.345,67.57,137.024,10.1
SVK,2013,460.624,42.4054,42139.0,81.723,61.345,131.726,9.9
SVK,2014,375.48,39.861089,40147.612,78.374,52.736,111.387,10.1
SVK,2015,429.33,40.414719,40877.112,80.347,79.242,128.541,10.2
SVK,2016,438.937,41.216826,41326.279,74.906,31.151,128.082,9.9
SVK,2017,441.312,43.439477,42427.08,74.282,33.051,125.647,9.7
SVK,2018,371.091,43.088078,42284.192,73.491,24.014000000000003,115.711,10.1
SVK,2019,334.122,41.218531,39963.053,68.996,18.5,112.038,10.3
SVK,2020,329.71,39.032841,37194.701,65.807,15.681,108.361,10.2
SVN,1990,437.628,23.338758,18807.056,112.944,304.507,97.782,13.8
SVN,1991,416.303,22.057375,17456.538,104.471,281.487,94.012,13.2
SVN,1992,410.813,21.520548,17440.993,103.128,290.581,92.145,13.6
SVN,1993,435.872,22.6775,17676.692,110.367,287.465,93.026,14.3
SVN,1994,425.298,22.783313,18091.434,114.593,278.06600000000003,94.397,13.4
SVN,1995,426.183,23.973911,18872.744,113.558,187.43,94.442,13.4
SVN,1996,440.064,25.093948,19473.391000000003,116.582,174.256,99.42600000000002,12.0
SVN,1997,403.461,25.824084,20014.012,117.499,180.511,94.501,11.2
SVN,1998,354.803,25.612995,19610.815,103.448,165.727,88.226,8.3
SVN,1999,328.051,24.995537,18995.483,92.14,144.75400000000002,84.028,10.6
SVN,2000,309.558,24.590959,18778.812,88.557,139.89999999999998,82.71600000000001,11.2
SVN,2001,326.136,25.735062,20050.629,89.588,95.071,83.532,13.0
SVN,2002,276.539,26.101149,20328.796,88.237,94.215,77.44800000000001,11.6
SVN,2003,278.647,26.061574,19997.838,83.251,89.799,76.633,11.2
SVN,2004,260.226,26.546438,20396.652,81.22800000000001,75.781,73.444,13.5
SVN,2005,274.776,26.919759,20653.608,82.815,59.524,72.372,10.3
SVN,2006,242.295,27.542141,20844.046,82.879,24.907,69.043,12.2
SVN,2007,250.106,27.730525,21030.819,80.745,21.076,68.839,11.0
SVN,2008,237.853,29.127127,21754.043,87.057,17.547,65.676,11.0
SVN,2009,212.827,26.65766,19576.179,72.35900000000001,14.804,60.277,10.5
SVN,2010,213.269,27.098927,19807.588,71.149,15.31,58.989,10.3
SVN,2011,208.403,27.084975,19725.617,69.905,16.759,55.266000000000005,10.6
SVN,2012,199.063,26.247779,19092.418,67.703,15.633,53.035,11.0
SVN,2013,198.037,25.417027,18390.932,63.58,14.436,51.731,9.5
SVN,2014,169.411,23.884426,16734.236,57.555,11.621,47.767,10.9
SVN,2015,180.547,24.072528,16920.663,52.122,8.3,48.206,11.5
SVN,2016,179.387,25.099316,17798.644999999997,51.252,7.091,48.468,10.5
SVN,2017,171.64100000000002,25.503517,17879.077,50.540000000000006,7.488,47.737,10.1
SVN,2018,155.682,25.612833,17697.676,48.258,7.357,47.157,10.0
SVN,2019,143.576,25.277376,17213.062,43.337,6.614,45.576,11.1
SVN,2020,128.594,23.792373,15982.39,37.335,5.933,44.455,9.8
SWE,1990,1227.686,63.564164000000005,71486.66399999999,324.598,115.257,411.039,6.4
SWE,1991,1278.18,64.509292,71596.089,329.13300000000004,113.369,393.615,6.3
SWE,1992,1207.794,67.026924,71260.856,313.354,105.304,371.246,6.3
SWE,1993,1095.168,66.642879,71476.271,298.369,93.305,334.273,6.2
SWE,1994,1115.315,68.80981299999999,73948.71800000001,301.689,91.703,327.417,6.3
SWE,1995,1049.991,68.504868,73334.479,288.925,79.124,310.539,6.2
SWE,1996,1020.27,74.222399,77247.73300000001,283.103,77.289,305.075,6.0
SWE,1997,928.725,68.056569,72353.894,270.53,67.262,281.414,5.9
SWE,1998,873.794,69.26041599999999,72742.45099999999,259.853,63.651,268.969,5.8
SWE,1999,804.255,68.375853,69610.64499999999,252.461,52.524,259.59000000000003,6.1
SWE,2000,728.0550000000001,64.529465,68356.815,248.918,49.753,248.291,6.2
SWE,2001,681.533,63.805348,69136.306,237.588,47.257,237.041,6.5
SWE,2002,642.637,65.483719,69743.024,229.02,47.233,231.679,6.9
SWE,2003,618.84,66.856718,70079.279,224.483,46.805,231.684,6.9
SWE,2004,571.612,65.479331,69418.052,220.709,41.8,228.528,6.5
SWE,2005,559.6469999999999,62.277632,66548.29400000001,216.876,40.388,226.604,6.5
SWE,2006,521.504,61.25287,66191.005,214.27,40.183,220.919,6.8
SWE,2007,511.391,60.085323,65041.986,208.892,35.291,226.605,7.0
SWE,2008,489.433,59.01726,62634.785,199.463,32.68,216.429,7.0
SWE,2009,471.28,55.787665,58401.535,184.936,29.977,199.371,7.3
SWE,2010,458.128,60.901537000000005,64382.514,189.269,31.855,194.725,7.4
SWE,2011,435.429,58.00104,60018.614,181.587,29.042,191.849,7.3
SWE,2012,405.487,55.717593,57114.544,173.728,28.412,182.56,7.2
SWE,2013,397.66,54.556124,55479.324,169.305,25.799,173.844,7.3
SWE,2014,384.465,53.724032,53734.954,166.72899999999998,22.815,169.258,7.2
SWE,2015,369.895,54.223128,53562.69,161.965,19.609,169.82,7.1
SWE,2016,371.317,54.097212,53473.636,158.844,20.368,161.91,7.2
SWE,2017,362.674,54.064158,52567.887,152.68,19.664,153.45999999999998,7.0
SWE,2018,339.704,52.648859,51789.258,148.103,19.144,148.707,7.2
SWE,2019,330.465,52.457577,50612.163,138.934,18.056,149.00500000000002,7.1
SWE,2020,315.073,51.284086,46218.493,129.852,16.733,146.364,7.5
TUR,1990,2060.017,136.32786099999998,219530.134,258.964,1717.157,912.63,1.4
TUR,1991,2096.92,139.286117,226798.767,276.357,1807.835,941.795,1.4
TUR,1992,2128.461,144.207179,233136.574,301.788,1845.895,954.472,1.5
TUR,1993,2092.644,150.449535,240775.903,298.75300000000004,1714.3049999999998,962.703,1.6
TUR,1994,6173.196000000001,147.97308800000002,234391.814,1103.8680000000002,1755.497,1365.161,1.6
TUR,1995,5847.643,161.72047899999998,248253.063,1057.044,1840.195,1326.206,1.7
TUR,1996,6382.121,178.437706,267585.796,1209.84,1970.24,1394.282,1.6
TUR,1997,7452.989,186.318421,278818.369,1426.602,2143.237,1493.227,1.6
TUR,1998,8328.848,186.507553,280323.447,1575.497,2222.5420000000004,1586.476,1.6
TUR,1999,2276.889,185.961404,277781.183,557.449,2131.965,1022.283,1.6
TUR,2000,8864.463,209.156509,298921.406,1519.606,2277.521,1632.423,1.5
TUR,2001,8058.101,190.481138,279744.431,1414.496,2013.445,1495.632,1.4
TUR,2002,5980.098,200.55759,285627.692,1086.472,1900.482,1310.298,1.4
TUR,2003,5164.796,211.238607,304799.351,984.769,1817.83,1238.79,1.5
TUR,2004,4233.478,215.901162,314428.221,1396.6229999999998,1806.134,1197.604,1.4
TUR,2005,3800.693,224.743046,337579.93100000004,1325.917,2032.525,1126.892,1.3
TUR,2006,3628.226,249.183619,358007.701,1294.492,2191.532,1106.108,1.2
TUR,2007,3470.187,275.16778600000004,391702.589,1242.769,2559.425,1000.69,1.3
TUR,2008,3632.485,271.354961,388500.024,1155.273,2594.915,1100.644,1.5
TUR,2009,3619.588,269.967158,395182.627,1083.974,2699.956,1108.916,1.5
TUR,2010,3497.063,276.863992,398798.617,1012.213,2591.538,1118.774,1.5
TUR,2011,3061.98,296.621198,428623.364,967.42,2657.948,1091.648,1.5
TUR,2012,3273.704,308.00777,448190.42,944.922,2770.779,1150.813,1.6
TUR,2013,2431.9080000000004,295.298612,440201.082,878.472,1980.809,1087.669,1.4
TUR,2014,2302.096,317.361546,459495.461,863.7040000000001,2178.675,1081.261,1.5
TUR,2015,2549.44,329.393757,474973.607,867.667,1966.758,1123.877,1.4
TUR,2016,2346.679,349.308963,501114.227,880.723,2275.2090000000003,1100.881,1.3
TUR,2017,2171.255,389.268201,528572.51,868.668,2383.652,1127.862,1.4
TUR,2018,1657.614,385.471858,523114.46,872.888,2549.157,1105.772,1.4
TUR,2019,1766.357,377.222887,508732.033,900.3380000000001,2555.336,1132.161,1.3
TUR,2020,1930.142,377.476204,523997.101,875.363,2195.1780000000003,1174.712,1.2
USA,1990,130309.417,4824.24233,6487356.937,22921.431,21008.528,21063.043,9.3
USA,1991,126152.975,4786.549535,6418431.561000001,22708.687,20367.909,20856.09,8.7
USA,1992,122003.192,4858.625301,6534905.603,22793.239,20102.454,20636.382,8.7
USA,1993,117315.127,4973.829132,6639551.05,22878.595,19820.512,20264.681,8.4
USA,1994,112831.081,5045.294991999999,6745192.426,22737.341,19425.491,19972.327,8.3
USA,1995,108799.32,5095.060232,6821959.338,22489.084,16945.801000000003,19649.077,8.1
USA,1996,103660.66,5252.079902,7023555.700999999,22201.8,16727.558,17302.005,8.2
USA,1997,100698.74,5521.180887,7079232.828,22331.449,17148.581000000002,17105.069000000003,8.1
USA,1998,98511.227,5567.738048,7124710.096,22011.794,17243.479,16512.652000000002,8.1
USA,1999,93895.892,5586.1190240000005,7169911.123000001,20584.022,15913.107,16026.583,8.2
USA,2000,92409.175,5752.510335999999,7369189.089,20334.335000000003,14819.443,15383.748,8.3
USA,2001,88841.379,5724.5357730000005,7253547.762,19461.766,14463.831,15202.435,8.3
USA,2002,80094.165,5567.223879,7293303.094,21707.522,13611.368,15545.183,8.3
USA,2003,77870.456,5632.587172,7352727.705999999,20516.003,13406.942,15200.182,8.4
USA,2004,75641.81700000001,5710.75474,7464390.410999999,19314.273,13191.231,14838.193,8.5
USA,2005,73409.481,5725.164482,7477383.664,18442.938,13189.658,14459.943,8.5
USA,2006,70941.454,5624.0062,7407946.322,17415.804,11893.784,14594.857,8.6
USA,2007,68473.63799999999,5708.397534,7511472.893999999,16388.749,10598.001,14729.774,8.7
USA,2008,61396.388,5533.51922,7294565.706999999,15302.902,9332.715,13572.855,8.7
USA,2009,55112.212,5140.416218,6840763.841,14267.02,8208.931,13421.691,8.7
USA,2010,56037.725,5372.3897400000005,7058220.726,13424.535,6973.634,13641.416,8.6
USA,2011,55571.547000000006,5147.785384000001,6907225.403999999,13045.641,5809.245,13891.047,8.7
USA,2012,53746.989,4922.009709999999,6670554.784,12462.759,4535.396000000001,13633.910000000002,8.9
USA,2013,51922.591,5057.894675,6841682.74,11879.920999999998,4347.935,13376.805,8.8
USA,2014,50098.217,5065.914428,6898547.263,11348.486,4188.965,13119.697,8.8
USA,2015,48257.459,4947.660664,6737379.65,10522.392,3525.068,12616.242,8.8
USA,2016,44060.17,4857.276243,6578452.723999999,9268.062,2850.709,11823.174,8.9
USA,2017,42876.571,4779.911727,6561844.623000001,8742.867,2187.75,11472.184,8.9
USA,2018,43154.349,4928.986024,6754852.315,8219.880000000001,2124.176,11771.101,8.9
USA,2019,41324.09,4763.089220000001,6617937.032000001,7737.923,1766.927,11014.041,9.0
USA,2020,40538.863,4275.188096,6025991.791,7265.791999999999,1583.3339999999998,10912.564,9.2
